#p(bar)         	T(K)            	e-              	C               	H               	He              	N               	O               	Si              	SiO2(s,l)       	SiC(s)          	C(s)            	Si(s,l)         
3.6341996415e-01	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0353813701e+17	1.6842664071e+16	0.0000000000e+00	2.0432153251e+18
5.8144985886e-01	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	9.3609992531e+16	1.5159940566e+16	0.0000000000e+00	1.8473611019e+18
9.3031252433e-01	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.4987192999e+17	2.4171075798e+16	0.0000000000e+00	2.9577707349e+18
1.4885603254e+00	9.2000000000e+02	0.0000000000e+00	9.9760647369e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3985404779e+17	3.8426079159e+16	0.0000000000e+00	4.7338519314e+18
2.3819770066e+00	9.2000000000e+02	0.0000000000e+00	9.8697216973e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.8384953046e+17	6.0836447122e+16	0.0000000000e+00	7.5764557782e+18
3.8120831728e+00	9.2000000000e+02	0.0000000000e+00	9.5726676856e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.0499065199e+17	9.4155551842e+16	0.0000000000e+00	1.1943074963e+19
6.1020117230e+00	9.2000000000e+02	0.0000000000e+00	9.2982580140e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	9.6850711771e+17	1.4640823405e+17	0.0000000000e+00	1.9123514751e+19
9.7705960945e+00	9.2000000000e+02	0.0000000000e+00	8.8589478418e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.5510258478e+18	2.2338720703e+17	0.0000000000e+00	3.0636546984e+19
1.5652682213e+01	9.2000000000e+02	0.0000000000e+00	8.1554109598e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.4853919753e+18	3.2952803166e+17	0.0000000000e+00	4.9120771626e+19
2.5096189351e+01	9.2000000000e+02	0.0000000000e+00	7.0018646534e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.9743517323e+18	4.5351101016e+17	0.0000000000e+00	7.8621129853e+19
4.0289178579e+01	9.2000000000e+02	0.0000000000e+00	5.1926959419e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.3842595524e+18	5.4026670728e+17	0.0000000000e+00	1.2648101920e+20
6.4813635334e+01	9.2000000000e+02	0.0000000000e+00	2.2871122472e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0280449150e+19	3.8317708833e+17	0.0000000000e+00	2.0415298243e+20
1.0409636796e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.6842047435e+19	0.0000000000e+00	0.0000000000e+00	3.3507405388e+20
1.6657377613e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.6975535448e+19	0.0000000000e+00	0.0000000000e+00	5.3665612051e+20
2.6658232085e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.3235693903e+19	0.0000000000e+00	0.0000000000e+00	8.6007568693e+20
4.2671895488e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.8013176578e+19	0.0000000000e+00	0.0000000000e+00	1.3528009864e+21
6.8326628309e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0899241988e+20	0.0000000000e+00	0.0000000000e+00	2.1674755260e+21
1.0946068543e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.7483865733e+20	0.0000000000e+00	0.0000000000e+00	3.4758633431e+21
1.7550075282e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.7897219874e+20	0.0000000000e+00	0.0000000000e+00	5.5433208402e+21
