#p(bar)         	T(K)            	n_<tot>(cm-3)   	n_g(cm-3)       	m(u)            	e-              	C               	H               	He              	N               	O               	Si              	C1H1            	C1H1N1          	C1H1N1O1        	C1H1O1          	C1H2            	C1H2O1          	C1H3            	C1H4            	C1H4O2          	C1N1            	C1N1O1          	C1N2_cnn        	C1N2_ncn        	C1O1            	C1O2            	C1Si1           	C1Si2           	C2              	C2H2O2          	C2H2O4          	C2H4O1          	C2H4O3          	C2H6O2          	C2N1            	C2N1O1          	C2Si1           	C2Si2           	C2O1            	C3              	C3N2O1          	C4              	C4H6O4          	C5              	H1N1            	H1N1O1          	H1N1O2_cis      	H1N1O2_trans    	H1N1O3          	H1O1            	H1O2            	H1Si1           	H2              	H2N1            	H2N2            	H2O1            	H2O2            	H2Si1           	H3N1            	H3Si1           	H4N2            	H4Si1           	N1O1            	N1O2            	N1O3            	N1Si1           	N1Si2           	N2              	N2O1            	N2O3            	N2O4            	N2O5            	N3              	O1Si1           	O2              	O2Si1           	O3              	Si2             	Si3             	C1+             	C1-             	C1H1+           	C1H1-           	C1H1O1+         	C1N1+           	C1N1-           	C1O2-           	C2-             	H1+             	H1-             	H1O1+           	H1O1-           	H1Si1+          	H2+             	H2-             	H3O1+           	He1+            	N1+             	N1-             	N1O1+           	N1O2-           	N2+             	N2-             	N2O1+           	O1+             	O1-             	O2+             	O2-             	Si1+            	Si1-            
1.8821898855e-05	9.2000000000e+02	3.5138139264e+14	1.4818093311e+14	2.1112440318e+00	2.4532744122e-26	2.6241163738e-32	4.9548183295e-08	5.8366756578e-02	2.2489565437e-25	4.4342619369e-28	8.8183307458e-14	5.5935180714e-30	1.0512875748e-13	6.5251148045e-25	3.4922752626e-23	1.4496934605e-23	1.8426746704e-20	7.4147537243e-16	7.2506935739e-10	1.9725971210e-54	8.1832931935e-25	4.3548615219e-34	2.0271677684e-42	2.5082190655e-36	6.5563085949e-10	1.5706783224e-19	1.3643897747e-30	6.4523693977e-20	5.7656881835e-41	1.4007591544e-42	1.4825631329e-63	8.9498309137e-39	2.4526817578e-57	1.6412610996e-69	4.3862319118e-34	1.5111102320e-38	1.3059889551e-27	3.6631524576e-30	1.5172424734e-34	2.3650515635e-42	1.1513312336e-53	3.2355868356e-55	5.3524197887e-105	5.5489664439e-59	2.1994900780e-23	3.0945023127e-33	3.3182432299e-48	4.4204047242e-48	1.5508039764e-70	6.6570924646e-21	4.5478596476e-43	5.7416110151e-14	9.3134210780e-01	4.1453461448e-19	5.6934596589e-30	1.0650798143e-10	7.4774525432e-41	4.4263864459e-14	8.5388197192e-12	7.9627525769e-12	5.6004724230e-34	5.5829518157e-12	2.7956734166e-27	4.4500489670e-49	5.0598897614e-77	1.3296224445e-17	6.1471107637e-18	2.3292759967e-07	4.9168049024e-37	2.0890677390e-85	7.1144875258e-108	4.1005729170e-132	1.0839535212e-39	7.4489982527e-07	2.9678101394e-38	9.8192727450e-21	4.3265396219e-71	1.2494366279e-19	2.8323141118e-21	1.3062307798e-62	2.7297336412e-57	2.7848957318e-57	4.9086685921e-53	3.8664671528e-37	5.9523877307e-70	7.9655889280e-36	2.2970060344e-47	7.6093517941e-51	2.9247368077e-51	9.0578569552e-36	1.3121018270e-61	4.6934059214e-43	1.9975900718e-26	4.5259666381e-53	2.5805490436e-45	2.4449927599e-31	8.6777429733e-105	3.9014258981e-73	5.3833665671e-57	3.9462417801e-47	9.3410721295e-68	7.9420424822e-61	4.9703780644e-47	2.3076300519e-75	2.0351628118e-71	8.2726116044e-52	8.9523913126e-73	3.8555400860e-67	4.5565989221e-27	5.1170748481e-38
3.0112239393e-05	9.2000000000e+02	5.6215940905e+14	2.3706745880e+14	2.1112358933e+00	1.6907292966e-26	1.6402251698e-32	3.9173137452e-08	5.8366872012e-02	1.7780308668e-25	2.7716712990e-28	5.5119689772e-14	4.4222741921e-30	1.0512838771e-13	6.5250918533e-25	2.7610170502e-23	1.4496963343e-23	1.8426783233e-20	9.3785960763e-16	1.1600077547e-09	3.1558745848e-54	6.4697327882e-25	3.4429647955e-34	2.0271494893e-42	2.5081964488e-36	4.0980737309e-10	9.8176519294e-20	8.5282286726e-31	4.0331056948e-20	3.6038900463e-41	1.4007619312e-42	1.4825660719e-63	1.4318455410e-38	3.9239416613e-57	4.2008724679e-69	3.4677663070e-34	1.1946876622e-38	8.1631896244e-28	2.2896830803e-30	9.4836468325e-35	1.4782946142e-42	1.1513208519e-53	2.0224297291e-55	1.3699729392e-104	3.4684263696e-59	2.1994823416e-23	3.0944914282e-33	3.3182315584e-48	4.4203891760e-48	1.5507985217e-70	5.2631434859e-21	3.5955693880e-43	4.5393575007e-14	9.3134395404e-01	5.2432372968e-19	9.1086247722e-30	1.0650819256e-10	7.4774673662e-41	4.4263952206e-14	1.3660820877e-11	1.0071735738e-11	1.4334472214e-33	8.9319281447e-12	2.2102666421e-27	3.5182202361e-49	4.0003619472e-77	1.0512029475e-17	4.8599216869e-18	2.3292549935e-07	4.9167605673e-37	2.0890489017e-85	7.1144233741e-108	4.1005359419e-132	1.3710225437e-39	4.6560566238e-07	1.8550537387e-38	6.1376158719e-21	2.7043385944e-71	7.8097047278e-20	1.7703608503e-21	7.4051306623e-63	1.8812573987e-57	1.9969260959e-57	4.2788976730e-53	2.7724733346e-37	4.2681716533e-70	6.9435839549e-36	1.5830334257e-47	5.2441561133e-51	2.0971999735e-51	7.8957546880e-36	9.4085044148e-62	4.0912527091e-43	1.4323838762e-26	4.1049194664e-53	2.8452507487e-45	2.8048594916e-31	7.8704592276e-105	2.7975253258e-73	4.6926671784e-57	2.8296606446e-47	8.1425892231e-68	7.2031211891e-61	5.4801579498e-47	2.0929299938e-75	1.1537506828e-71	5.7012565449e-52	5.0751849088e-73	2.6571322577e-67	2.5831737328e-27	3.5265473424e-38
4.8175189272e-05	9.2000000000e+02	8.9937672401e+14	3.7927334294e+14	2.1112348035e+00	1.1693802161e-26	1.0252342278e-32	3.0970545045e-08	5.8367054529e-02	1.4057107558e-25	1.7324525536e-28	3.4452948059e-14	3.4962796185e-30	1.0512779198e-13	6.5250548781e-25	2.1828785868e-23	1.4497008718e-23	1.8426840908e-20	1.1862604694e-15	1.8558547650e-09	5.0489704594e-54	5.1149691142e-25	2.7220071008e-34	2.0271201704e-42	2.5081601725e-36	2.5615296816e-10	6.1365920850e-20	5.3306290494e-31	2.5209209557e-20	2.2526367091e-41	1.4007663155e-42	1.4825707122e-63	2.2907582810e-38	6.2777734032e-57	1.0752373096e-68	2.7416151696e-34	9.4451976510e-39	5.1024588361e-28	1.4311824425e-30	5.9278198603e-35	9.2401840010e-43	1.1513042003e-53	1.2641338639e-55	3.5065240106e-104	2.1679641894e-59	2.1994698779e-23	3.0944738929e-33	3.3182127552e-48	4.4203641274e-48	1.5507897339e-70	4.1610765184e-21	2.8426812590e-43	3.5888464671e-14	9.3134686910e-01	6.6318992450e-19	1.4572305419e-29	1.0650852593e-10	7.4774907703e-41	4.4264090750e-14	2.1855264677e-11	1.2739328858e-11	3.6689255137e-33	1.4289871203e-11	1.7474362510e-27	2.7815040332e-49	3.1626851487e-77	8.3108078571e-18	3.8422528626e-18	2.3292213053e-07	4.9166894557e-37	2.0890186876e-85	7.1143204775e-108	4.1004766354e-132	1.7341048848e-39	2.9103007960e-07	1.1595143291e-38	3.8363597784e-21	1.6903657751e-71	4.8815106263e-20	1.1065764462e-21	4.1830235697e-63	1.3011575465e-57	1.4267912764e-57	3.7432982562e-53	1.9809149553e-37	3.0495552763e-70	6.0743862223e-36	1.0948931760e-47	3.6270811780e-51	1.4984363383e-51	6.9074249990e-36	6.7223178917e-62	3.5791412419e-43	1.0234293714e-26	3.7097441734e-53	3.1483568008e-45	3.2062050790e-31	7.1127802669e-105	1.9987968645e-73	4.1052391732e-57	2.0217571480e-47	7.1233000294e-68	6.5095714947e-61	6.0638553626e-47	1.8914130515e-75	6.5173276743e-72	3.9432312574e-52	2.8668796085e-73	1.8377855638e-67	1.4591878391e-27	2.4391099755e-38
7.7073357450e-05	9.2000000000e+02	1.4388832243e+15	6.0678266911e+14	2.1112412159e+00	8.1124124455e-27	6.4082913481e-33	2.4485533875e-08	5.8367364494e-02	1.1113493142e-25	1.0828804198e-28	2.1535032969e-14	2.7641836110e-30	1.0512687107e-13	6.5249977191e-25	1.7257993847e-23	1.4497085721e-23	1.8426938785e-20	1.5004583434e-15	2.9691316085e-09	8.0777106399e-54	4.0438741708e-25	2.1520079520e-34	2.0270738886e-42	2.5081029078e-36	1.6011003195e-10	3.8357156735e-20	3.3319433834e-31	1.5757175787e-20	1.4080248144e-41	1.4007737559e-42	1.4825785871e-63	3.6649219259e-38	1.0043639079e-56	2.7521553380e-68	2.1675100129e-34	7.4673355725e-39	3.1893241493e-28	8.9456963249e-31	3.7052212748e-35	5.7756354191e-43	1.1512779145e-53	7.9015486249e-56	8.9752268523e-104	1.3550997208e-59	2.1994506107e-23	3.0944467855e-33	3.3181836879e-48	4.4203254053e-48	1.5507761491e-70	3.2897767832e-21	2.2474440849e-43	2.8373676220e-14	9.3135181611e-01	8.3883335803e-19	2.3313179342e-29	1.0650909167e-10	7.4775304882e-41	4.4264325866e-14	3.4965152052e-11	1.6113520401e-11	9.3906421180e-33	2.2861976632e-11	1.3815161271e-27	2.1990459893e-49	2.5004062581e-77	6.5704915282e-18	3.0376697809e-18	2.3291681260e-07	4.9165772011e-37	2.0889709925e-85	7.1141580481e-108	4.1003830161e-132	2.1933145132e-39	1.8191019092e-07	7.2476176093e-39	2.3979409300e-21	1.0565738129e-71	3.0512190741e-20	6.9167260259e-22	2.3557778509e-63	9.0265993290e-58	1.0163564450e-57	3.2846590047e-53	1.4110793324e-37	2.1722809755e-70	5.3300606253e-36	7.5956689753e-48	2.5162370703e-51	1.0673918849e-51	6.0611081912e-36	4.7885568322e-62	3.1406149617e-43	7.2902677135e-27	3.3424978701e-53	3.4943095937e-45	3.6539285701e-31	6.4086502346e-105	1.4237972456e-73	3.6022032308e-57	1.4401524786e-47	6.2504456615e-68	5.8649910884e-61	6.7299842396e-47	1.7041245649e-75	3.6704015472e-72	2.7355617864e-52	1.6145573579e-73	1.2749381489e-67	8.2177935035e-28	1.6920985877e-38
1.2330634459e-04	9.2000000000e+02	2.3020358401e+15	9.7076545469e+14	2.1112579203e+00	5.6420964990e-27	4.0055402774e-33	1.9358470012e-08	5.8367908871e-02	8.7862238054e-26	6.7686078888e-29	1.3460599284e-14	2.1853869233e-30	1.0512548488e-13	6.5249116808e-25	1.3644315785e-23	1.4497220915e-23	1.8427110627e-20	1.8978880465e-15	4.7502743598e-09	1.2923422333e-53	3.1970491233e-25	1.7013573730e-34	2.0270015282e-42	2.5080133762e-36	1.0007771915e-10	2.3975366893e-20	2.0826508502e-31	9.8491155976e-21	8.8009420910e-42	1.4007868189e-42	1.4825924130e-63	5.8634600788e-38	1.6068685220e-56	7.0444547455e-68	1.7136131575e-34	5.9036057100e-39	1.9935058573e-28	5.5915602135e-31	2.3159703962e-35	3.6100949601e-43	1.1512368174e-53	4.9389095394e-56	2.2973114387e-103	8.4701306738e-60	2.1994216089e-23	3.0944059823e-33	3.3181399346e-48	4.4202671192e-48	1.5507557006e-70	2.6009253271e-21	1.7768482869e-43	2.2432468208e-14	9.3136050150e-01	1.0609931105e-18	3.7296767791e-29	1.0651008493e-10	7.4776002205e-41	4.4264738656e-14	5.5939024666e-11	2.0381544006e-11	2.4035334858e-32	3.6576573802e-11	1.0922137377e-27	1.7385452057e-49	1.9767978176e-77	5.1945691910e-18	2.4015533372e-18	2.3290849818e-07	4.9164016943e-37	2.0888964226e-85	7.1139040943e-108	4.1002366449e-132	2.7740752019e-39	1.1370403701e-07	4.5301661039e-39	1.4988471117e-21	6.6041768918e-72	1.9071824660e-20	4.3233403694e-22	1.3233708266e-63	6.2779037450e-58	7.2216405063e-58	2.8895044988e-53	1.0026312830e-37	1.5434623568e-70	4.6887325082e-36	5.2827069163e-48	1.7500160970e-51	7.5842687968e-52	5.3319383720e-36	3.4024712645e-62	2.7627893939e-43	5.1800421870e-27	3.0040250979e-53	3.8880967485e-45	4.1536994443e-31	5.7596883884e-105	1.0116451219e-73	3.1687758501e-57	1.0232659420e-47	5.4983741882e-68	5.2708447059e-61	7.4880748405e-47	1.5314901260e-75	2.0618677298e-72	1.9025541023e-52	9.0698624427e-74	8.8670591079e-68	4.6163895196e-28	1.1768365553e-38
1.9727259426e-04	9.2000000000e+02	3.6830112200e+15	1.5530865041e+15	2.1112912337e+00	3.9322250949e-27	2.5036854794e-33	1.5305022735e-08	5.8368880877e-02	6.9462365572e-26	4.2307564307e-29	8.4136232910e-15	1.7277913246e-30	1.0512344900e-13	6.5247853183e-25	1.0787348543e-23	1.4497462280e-23	1.8427417420e-20	2.4006127178e-15	7.6000156630e-09	2.0676324083e-53	2.5275317346e-25	1.3450637092e-34	2.0268892727e-42	2.5078744823e-36	6.2554141240e-11	1.4985937925e-20	1.3017726277e-31	6.1562451003e-21	5.5010783545e-42	1.4008101407e-42	1.4826170968e-63	9.3810136137e-38	2.5708464419e-56	1.8031495182e-67	1.3547529204e-34	4.6672885543e-39	1.2460520485e-28	3.4950361609e-31	1.4476103222e-35	2.2565101596e-43	1.1511730618e-53	3.0870931863e-56	5.8803642916e-103	5.2943028176e-60	2.1993790146e-23	3.0943460555e-33	3.3180756749e-48	4.4201815155e-48	1.5507256685e-70	2.0563206306e-21	1.4047961130e-43	1.7735360063e-14	9.3137600776e-01	1.3419873890e-18	5.9667206813e-29	1.0651185822e-10	7.4777247154e-41	4.4265475622e-14	8.9494231338e-11	2.5780337170e-11	6.1518147814e-32	5.8519258623e-11	8.6348528799e-28	1.3744637664e-49	1.5628221601e-77	4.1067365472e-18	1.8986265265e-18	2.3289559970e-07	4.9161294236e-37	2.0887807394e-85	7.1135101258e-108	4.1000095735e-132	3.5085108062e-39	7.1071347855e-08	2.8316058030e-39	9.3686281735e-22	4.1279779112e-72	1.1920951273e-20	2.7023282144e-22	7.4185842082e-64	4.3753471168e-58	5.1205854895e-58	2.5472144936e-53	7.1092699709e-38	1.0943699429e-70	4.1331575281e-36	3.6817506948e-48	1.2196631543e-51	5.3777111606e-52	4.7003182400e-36	2.4125605491e-62	2.4355100295e-43	3.6729672205e-27	2.6942109325e-53	4.3353432345e-45	4.7120228439e-31	5.1656743806e-105	7.1729252705e-74	2.7933028248e-57	7.2553210359e-48	4.8468635454e-68	4.7269061062e-61	8.3488242267e-47	1.3734439985e-75	1.1558468021e-72	1.3259735963e-52	5.0844054393e-74	6.1798433168e-68	2.5878668096e-28	8.2018913295e-39
3.1560814899e-04	9.2000000000e+02	5.8925305483e+15	2.4847179541e+15	2.1113534387e+00	2.7452565962e-27	1.5649422592e-33	1.2100401032e-08	5.8370631553e-02	5.4914916752e-26	2.6444573735e-29	5.2589811100e-15	1.3660200505e-30	1.0512054376e-13	6.5246049965e-25	8.5286540058e-24	1.4497896987e-23	1.8427969968e-20	3.0365634614e-15	1.2159675463e-08	3.3081167430e-53	1.9981927429e-25	1.0633680700e-34	2.0267164710e-42	2.5076606743e-36	3.9099807034e-11	9.3670422049e-21	8.1368007833e-32	3.8479945644e-21	3.4384790180e-42	1.4008521441e-42	1.4826615532e-63	1.5009190259e-37	4.1132360490e-56	4.6156589480e-67	1.0710280773e-34	3.6898219677e-39	7.7885162652e-29	2.1845914077e-31	9.0483672445e-36	1.4104439780e-43	1.1510749189e-53	1.9296044273e-56	1.5052415668e-102	3.3092328412e-60	2.1993182315e-23	3.0942605388e-33	3.3179839751e-48	4.4200593574e-48	1.5506828119e-70	1.6257606874e-21	1.1106547590e-43	1.4021865432e-14	9.3140393513e-01	1.6973979346e-18	9.5453785225e-29	1.0651505198e-10	7.4779489355e-41	4.4266802925e-14	1.4317840305e-10	3.2609853849e-11	1.5745453474e-31	9.3628121932e-11	6.8264624040e-28	1.0866108963e-49	1.2355215391e-77	3.2466659284e-18	1.5009986600e-18	2.3287574427e-07	4.9157103008e-37	2.0886026612e-85	7.1129036661e-108	4.0996600287e-132	4.4371897781e-39	4.4423533465e-08	1.7699106454e-39	5.8559121186e-22	2.5802150995e-72	7.4512555873e-21	1.6891049838e-22	4.1515813554e-64	3.0546192659e-58	3.6245941117e-58	2.2493515047e-53	5.0322796344e-38	7.7460249456e-71	3.6496292093e-36	2.5703895724e-48	8.5149965699e-52	3.8065998990e-52	4.1506782928e-36	1.7077251768e-62	2.1507093978e-43	2.5999010049e-27	2.4122293133e-53	4.8424208907e-45	5.3363170058e-31	4.6250243870e-105	5.0770453299e-74	2.4665209372e-57	5.1353656134e-48	4.2798404485e-68	4.2316907580e-61	9.3242587334e-47	1.2295548387e-75	6.4683393743e-73	9.2571957956e-53	2.8453303532e-74	4.3144161942e-68	1.4482196731e-28	5.7260954624e-39
5.0492833152e-04	9.2000000000e+02	9.4278952490e+15	3.9751967586e+15	2.1114673055e+00	1.9192917923e-27	9.7817551301e-34	9.5668898139e-09	5.8373797364e-02	4.3413149938e-26	1.6529321978e-29	3.2871542159e-15	1.0800107593e-30	1.0511655200e-13	6.5243572366e-25	6.7429742960e-24	1.4498683089e-23	1.8428969165e-20	3.8411250760e-15	1.9455867978e-08	5.2930921391e-53	1.5796771858e-25	8.4064877438e-35	2.0264526744e-42	2.5073342782e-36	2.4439543106e-11	5.8549197327e-21	5.0859507649e-32	2.4052095436e-21	2.1492396652e-42	1.4009281008e-42	1.4827419457e-63	2.4015182397e-37	6.5813086685e-56	1.1815916600e-66	8.4670441581e-35	2.9169996752e-39	4.8682536677e-29	1.3654905210e-31	5.6557302475e-36	8.8160553760e-44	1.1509250955e-53	1.2061095478e-56	3.8533628713e-102	2.0684536525e-60	2.1992347165e-23	3.0941430400e-33	3.3178579808e-48	4.4198915138e-48	1.5506239276e-70	1.2853684203e-21	8.7811235941e-44	1.1086049232e-14	9.3145443753e-01	2.1469390587e-18	1.5270093730e-28	1.0652082742e-10	7.4783544033e-41	4.4269203150e-14	2.2906888475e-10	4.1250093711e-11	4.0300348323e-31	1.4980797677e-10	5.3966800538e-28	8.5902345947e-50	9.7674520879e-78	2.5666613570e-18	1.1866189323e-18	2.3284543325e-07	4.9150704738e-37	2.0883308094e-85	7.1119778533e-108	4.0991264185e-132	5.6113062589e-39	2.7767166731e-08	1.1062920969e-39	3.6602691293e-22	1.6127772215e-72	4.6574470806e-21	1.0557840868e-22	2.3200237327e-64	2.1355765774e-58	2.5620688411e-58	1.9891518113e-53	3.5571008653e-38	5.4748253063e-71	3.2271511450e-36	1.7970369751e-48	5.9530912525e-52	2.6907208618e-52	3.6705375869e-36	1.2071170812e-62	1.9019203913e-43	1.8377575942e-27	2.1567635958e-53	5.4165864121e-45	6.0350116716e-31	4.1352139773e-105	3.5884129535e-74	2.1809985097e-57	3.6296332396e-48	3.7844096514e-68	3.7828384772e-61	1.0427912505e-46	1.0991368746e-75	3.6146951185e-73	6.4719851454e-53	1.5900528935e-74	3.0163386555e-68	8.0930703850e-29	4.0032862642e-39
8.0781391076e-04	9.2000000000e+02	1.5085269217e+16	6.3597525414e+15	2.1116740568e+00	1.3434007862e-27	6.1141374658e-34	7.5639955894e-09	5.8379521970e-02	3.4319244986e-26	1.0331739595e-29	2.0546530229e-15	8.5390307388e-31	1.0511135059e-13	6.5240343962e-25	5.3312862202e-24	1.4500104593e-23	1.8430776009e-20	4.8591813710e-15	3.1132740663e-08	8.4698593277e-53	1.2487766591e-25	6.6455512389e-35	2.0260534904e-42	2.5068403670e-36	1.5276064895e-11	3.6596483577e-21	3.1790002620e-32	1.5033888692e-21	1.3433935511e-42	1.4010654529e-42	1.4828873191e-63	3.8428429222e-37	1.0531227712e-55	3.0252294951e-66	6.6934226885e-35	2.3059655109e-39	3.0429275469e-29	8.5350702842e-32	3.5351439229e-36	5.5105217579e-44	1.1506983787e-53	7.5388511323e-57	9.8657661592e-102	1.2928978292e-60	2.1991258932e-23	3.0939899345e-33	3.3176938054e-48	4.4196728073e-48	1.5505471991e-70	1.0162676952e-21	6.9427349356e-44	8.7651085278e-15	9.3154576072e-01	2.7155656684e-18	2.4427572441e-28	1.0653127111e-10	7.4790876084e-41	4.4273543465e-14	3.6649560978e-10	5.2183066926e-11	1.0315055583e-30	2.3971857208e-10	4.2662185339e-28	6.7908079917e-50	7.7214296031e-78	2.0290137904e-18	9.3805369806e-19	2.3279956583e-07	4.9141022710e-37	2.0879194364e-85	7.1105768892e-108	4.0983189457e-132	7.0953925677e-39	1.7356013535e-08	6.9149369084e-40	2.2878704610e-22	1.0080748805e-72	2.9111617815e-21	6.5992339359e-23	1.2949847665e-64	1.4947884759e-58	1.8089439468e-58	1.7611429331e-53	2.5114844594e-38	3.8649200349e-71	2.8568136544e-36	1.2578290049e-48	4.1668429474e-52	1.8997784671e-52	3.2497978763e-36	8.5228277325e-63	1.6839105178e-43	1.2975453362e-27	1.9261891943e-53	6.0661679984e-45	6.8176797169e-31	3.6931283008e-105	2.5332185671e-74	1.9307141324e-57	2.5623177805e-48	3.3501229661e-68	3.3774276870e-61	1.1675029859e-46	9.8134121621e-76	2.0176410475e-73	4.5300406991e-53	8.8753155670e-75	2.1112744490e-68	4.5173688162e-29	2.8020845690e-39
1.2923881338e-03	9.2000000000e+02	2.4139973747e+16	1.0174705596e+16	2.1120467351e+00	9.4122883568e-28	3.8216733564e-34	5.9806552269e-09	5.8389826678e-02	2.7128931787e-26	6.4579074575e-30	1.2842715360e-15	6.7515902432e-31	1.0510508296e-13	6.5236453781e-25	4.2153098084e-24	1.4502663461e-23	1.8434028532e-20	6.1477879320e-15	4.9825567826e-08	1.3555361379e-52	9.8714225255e-26	5.2532247234e-35	2.0254544399e-42	2.5060991605e-36	9.5483836478e-12	2.2874822001e-21	1.9870506133e-32	9.3970101551e-22	8.3969511155e-43	1.4013127023e-42	1.4831490079e-63	6.1501758787e-37	1.6854423654e-55	7.7473200462e-66	5.2910665025e-35	1.8228367517e-39	1.9019976565e-29	5.3348899795e-32	2.2096600570e-36	3.4443802253e-44	1.1503581476e-53	4.7121980281e-57	2.5265272622e-101	8.0813249847e-61	2.1989947627e-23	3.0938054447e-33	3.3174959765e-48	4.4194092690e-48	1.5504547424e-70	8.0353652135e-22	5.4894405332e-44	6.9303440902e-15	9.3171015285e-01	3.4348956393e-18	3.9076004417e-28	1.0655007094e-10	7.4804074611e-41	4.4281356524e-14	5.8640970348e-10	6.6021497164e-11	2.6403389426e-30	3.8365122112e-10	3.3723921270e-28	5.3680483607e-50	6.1036930471e-78	1.6039098977e-18	7.4151965749e-19	2.3273073314e-07	4.9126493007e-37	2.0873020937e-85	7.1084744794e-108	4.0971071810e-132	8.9706642680e-39	1.0848466340e-08	4.3222172042e-40	1.4300453061e-22	6.3010243614e-73	1.8196367809e-21	4.1248854227e-23	7.2212397707e-65	1.0472958117e-58	1.2760019841e-58	1.5608578913e-53	1.7715635462e-38	2.7256131851e-71	2.5313263595e-36	8.8127455476e-49	2.9194212004e-52	1.3400752951e-52	2.8802163441e-36	6.0118751141e-63	1.4924086913e-43	9.1526905867e-28	1.7187167775e-53	6.8008364037e-45	7.6952211158e-31	3.2953366389e-105	1.7864726475e-74	1.7107407648e-57	1.8069939517e-48	2.9684311256e-68	3.0122178021e-61	1.3082803894e-46	8.7522628322e-76	1.1250997040e-73	3.1738889664e-53	4.9491533342e-75	1.4792252705e-68	2.5190260301e-29	1.9632285640e-39
2.0676386554e-03	9.2000000000e+02	3.8636736898e+16	1.6278093281e+16	2.1127115376e+00	6.6001561848e-28	2.3887565094e-34	4.7290753427e-09	5.8408200701e-02	2.1443517914e-26	4.0365481394e-30	8.0274050273e-16	5.3386757357e-31	1.0509842507e-13	6.5232321375e-25	3.3331661700e-24	1.4507226200e-23	1.8439828133e-20	7.7797320450e-15	7.9764044098e-08	2.1700313514e-52	7.8026671828e-26	4.1523057135e-35	2.0245608881e-42	2.5049935670e-36	5.9682661143e-12	1.4298024677e-21	1.2420161653e-32	5.8736493373e-22	5.2485573113e-43	1.4017535747e-42	1.4836156271e-63	9.8456058086e-37	2.6981669256e-55	1.9848363278e-65	4.1822169859e-35	1.4408246091e-39	1.1888533789e-29	3.3346003117e-32	1.3811593384e-36	2.1529275050e-44	1.1498506543e-53	2.9453835175e-57	6.4728745724e-101	5.0512735814e-61	2.1988554673e-23	3.0936094675e-33	3.3172858295e-48	4.4191293213e-48	1.5503565287e-70	6.3537933653e-22	4.3406578186e-44	5.4800215211e-15	9.3200328177e-01	4.3450540448e-18	6.2508173440e-28	1.0658359307e-10	7.4827609009e-41	4.4295288052e-14	9.3840849676e-10	8.3547051855e-11	6.7593453224e-30	6.1417409284e-10	2.6656394566e-28	4.2430657457e-50	4.8245412765e-78	1.2677782853e-18	5.8611928341e-19	2.3262806139e-07	4.9104820308e-37	2.0863812571e-85	7.1053384968e-108	4.0952996966e-132	1.1339084445e-38	6.7808894614e-09	2.7016240057e-40	8.9385714451e-23	3.9384875565e-73	1.1373732917e-21	2.5782807648e-23	4.0233648221e-65	7.3439270735e-59	8.9936948056e-59	1.3846228699e-53	1.2486580790e-38	1.9203787558e-71	2.2446681946e-36	6.1797402317e-49	2.0471786628e-52	9.4453052353e-53	2.5550137796e-36	4.2373735041e-63	1.3239022058e-43	6.4511267861e-28	1.5324992126e-53	7.6320219610e-45	8.6801292976e-31	2.9382974537e-105	1.2586907559e-74	1.5170092032e-57	1.2731494020e-48	2.6322733575e-68	2.6838242013e-61	1.4670667200e-46	7.7980864429e-76	6.2685725914e-74	2.2256184784e-53	2.7574557910e-75	1.0372735564e-68	1.4034931725e-29	1.3766700145e-39
