1, 9285
1, 9285
1, 9285
1.5, 11115
1.5, 19562
2, 20365
2, 36478
2, 39066
2.5, 34867
2.5, 63206
2.5, 63206
2.5, 63206
2.5, 63206
2.5, 67129
2.6, 72269
3, 56987
3, 104109



