0.11, 9285, IW
0.34, 9285, IW
0.35, 9285, IW
0.64, 19562, IW
0.80, 36478, IW
0.20, 39066, IW
0.86, 63206, IW
0.86, 63206, IW
0.87, 63206, IW
0.90, 63206, IW
0.93, 67129, IW
0.90, 72269, IW
0.90, 104109, IW


