#p(bar)         	T(K)            	n_<tot>(cm-3)   	n_g(cm-3)       	m(u)            	e-              	C               	H               	He              	N               	O               	Si              	C1H1            	C1H1N1          	C1H1N1O1        	C1H1O1          	C1H2            	C1H2O1          	C1H3            	C1H4            	C1H4O2          	C1N1            	C1N1O1          	C1N2_cnn        	C1N2_ncn        	C1O1            	C1O2            	C1Si1           	C1Si2           	C2              	C2H2O2          	C2H2O4          	C2H4O1          	C2H4O3          	C2H6O2          	C2N1            	C2N1O1          	C2Si1           	C2Si2           	C2O1            	C3              	C3N2O1          	C4              	C4H6O4          	C5              	H1N1            	H1N1O1          	H1N1O2_cis      	H1N1O2_trans    	H1N1O3          	H1O1            	H1O2            	H1Si1           	H2              	H2N1            	H2N2            	H2O1            	H2O2            	H2Si1           	H3N1            	H3Si1           	H4N2            	H4Si1           	N1O1            	N1O2            	N1O3            	N1Si1           	N1Si2           	N2              	N2O1            	N2O3            	N2O4            	N2O5            	N3              	O1Si1           	O2              	O2Si1           	O3              	Si2             	Si3             	C1+             	C1-             	C1H1+           	C1H1-           	C1H1O1+         	C1N1+           	C1N1-           	C1O2-           	C2-             	H1+             	H1-             	H1O1+           	H1O1-           	H1Si1+          	H2+             	H2-             	H3O1+           	He1+            	N1+             	N1-             	N1O1+           	N1O2-           	N2+             	N2-             	N2O1+           	O1+             	O1-             	O2+             	O2-             	Si1+            	Si1-            
1.5014578885e-04	9.2000000000e+02	2.2137005364e+15	1.1820668714e+15	2.3041391437e+00	4.7546883939e-27	3.2895263564e-33	1.6815138645e-08	1.4427389245e-01	1.2626645853e-24	5.5586793553e-29	1.1054437866e-14	1.8982690308e-30	1.5979048144e-12	9.9178498924e-24	1.1851714598e-23	1.3318991279e-23	1.6929487878e-20	1.8442267764e-15	4.8822451390e-09	1.3282457198e-53	4.5944660583e-24	2.4450136367e-33	5.0974536458e-40	6.3070904242e-34	8.2188237303e-11	1.9689628824e-20	1.7103647419e-31	8.0885281641e-21	7.2277218465e-42	1.2869409616e-42	1.3620979866e-63	6.0263570690e-38	1.6515100890e-56	8.0995815380e-68	2.4626263738e-33	8.4840473233e-38	1.6371549417e-28	4.5920358858e-31	1.9019770447e-35	2.9647692192e-43	2.8951020659e-51	4.0560503645e-56	2.6414054726e-103	6.9560449189e-60	3.3431154986e-22	4.7034895704e-32	5.0435646339e-47	6.7187952752e-47	2.3571448950e-69	2.2592136647e-21	1.5434045292e-43	1.9485272485e-14	8.5566623217e-01	1.7057391299e-17	1.0492638634e-26	9.7853712833e-11	6.8698747650e-41	4.0667219710e-14	9.5120055181e-10	1.9805272113e-11	7.5644613243e-30	3.7592733834e-11	1.5696158403e-26	2.4984561170e-48	2.8408479591e-76	7.4650938773e-17	3.4512623577e-17	5.8571256937e-05	1.2363646200e-34	5.2531054057e-83	1.7889871249e-105	1.0311174384e-129	1.2207617413e-35	9.3378770569e-08	3.7203722259e-39	1.2309193608e-21	5.4236413677e-72	1.5662623652e-20	3.5505178099e-22	1.0591184678e-63	5.2904937163e-58	6.1130226503e-58	2.5755031203e-53	8.4871404742e-38	2.1615858924e-69	6.9143359676e-35	4.4518248257e-48	1.4747676200e-51	6.4199826757e-52	4.7525186135e-36	2.8801466771e-62	2.4625580987e-43	4.3848368236e-27	2.6895576114e-53	3.6654974660e-45	3.9334127236e-31	1.3874052056e-104	1.4167872731e-72	4.6729005750e-56	1.4330619822e-46	8.1082907473e-67	1.2917252439e-58	1.9323183065e-44	3.7532209104e-73	1.6501513762e-72	1.6033139296e-52	7.2587808499e-74	7.4724179276e-68	3.6945830272e-28	9.9173970388e-39
2.4021192400e-04	9.2000000000e+02	3.5416065141e+15	1.8911390034e+15	2.3041377775e+00	3.3151999808e-27	2.0561366043e-33	1.3294125116e-08	1.4427390136e-01	9.9826593762e-25	3.4744832099e-29	6.9096373989e-15	1.5007801323e-30	1.5979010168e-12	9.9178263213e-24	9.3700194831e-24	1.3318992023e-23	1.6929488823e-20	2.3326794453e-15	7.8108992486e-09	2.1250046238e-53	3.6323969334e-24	1.9330342031e-33	5.0974291315e-40	6.3070600926e-34	5.1372211331e-11	1.2307111165e-20	1.0690729216e-31	5.0557791703e-21	4.5177274306e-42	1.2869410335e-42	1.3620980627e-63	9.6413159441e-38	2.6421817311e-56	2.0731248912e-67	1.9469588794e-33	6.7075100976e-38	1.0233127319e-28	2.8702773743e-31	1.1888412490e-35	1.8531453633e-43	2.8950881430e-51	2.5352566660e-56	6.7607979587e-103	4.3479142676e-60	3.3431075532e-22	4.7034783919e-32	5.0435526472e-47	6.7187793070e-47	2.3571392929e-69	1.7861446021e-21	1.2202226428e-43	1.5405145079e-14	8.5566627997e-01	2.1575074060e-17	1.6786650847e-26	9.7853718298e-11	6.8698751487e-41	4.0667221982e-14	1.5217821701e-09	2.5050797308e-11	1.9361490088e-29	6.0143038315e-11	1.2409424061e-26	1.9752859685e-48	2.2459818581e-76	5.9019228269e-17	2.7285770850e-17	5.8570975261e-05	1.2363586741e-34	5.2530801429e-83	1.7889785214e-105	1.0311124796e-129	1.5440753151e-35	5.8366915910e-08	2.3254391929e-39	7.6939294005e-22	3.3900769704e-72	9.7900093569e-21	2.2192707527e-22	5.9346356099e-64	3.6887895091e-58	4.3325764752e-58	2.2713834998e-53	6.0152214810e-38	1.5320102577e-69	6.0978650355e-35	3.1040287721e-48	1.0282797063e-51	4.5501329707e-52	4.1913334431e-36	2.0412906106e-62	2.1717752110e-43	3.1077327791e-27	2.4110809894e-53	4.0888579661e-45	4.4600649233e-31	1.2437533672e-104	1.0041389718e-72	4.1211068083e-56	1.0156735683e-46	7.1508331208e-67	1.1579744617e-58	2.1554882347e-44	3.3645962901e-73	9.2464133304e-73	1.1179084450e-52	4.0673655145e-74	5.2101331818e-68	2.0702126027e-28	6.9148915237e-39
3.8430502162e-04	9.2000000000e+02	5.6660687155e+15	3.0255542834e+15	2.3041370030e+00	2.3153051471e-27	1.2851992608e-33	1.0510394643e-08	1.4427390971e-01	7.8923043436e-25	2.1717444472e-29	4.3189060781e-15	1.1865234700e-30	1.5978948745e-12	9.9177881976e-24	7.4079792177e-24	1.3318992647e-23	1.6929489617e-20	2.9505015141e-15	1.2496332555e-08	3.3997064377e-53	2.8717780518e-24	1.5282595211e-33	5.0973897041e-40	6.3070113090e-34	3.2110477432e-11	7.6926261315e-21	6.6822978870e-32	3.1601420056e-21	2.8238298673e-42	1.2869410938e-42	1.3620981265e-63	1.5424740029e-37	4.2271165627e-56	5.3062599537e-67	1.5392683894e-33	5.3029667830e-38	6.3962713562e-29	1.7940823349e-31	7.4309162690e-36	1.1583184921e-43	2.8950657502e-51	1.5846758364e-56	1.7304578039e-102	2.7176872350e-60	3.3430947025e-22	4.7034603120e-32	5.0435332600e-47	6.7187534804e-47	2.3571302322e-69	1.4121338932e-21	9.6471346675e-44	1.2179376446e-14	8.5566632007e-01	2.7289236476e-17	2.6856054910e-26	9.7853722884e-11	6.8698754707e-41	4.0667223888e-14	2.4346264724e-09	3.1685628961e-11	4.9556252244e-29	9.6220343360e-11	9.8109078678e-27	1.5616638254e-48	1.7756763711e-76	4.6660683699e-17	2.1572168265e-17	5.8570522229e-05	1.2363491112e-34	5.2530395116e-83	1.7889646841e-105	1.0311045042e-129	1.9530087545e-35	3.6482555209e-08	1.4535282945e-39	4.8091320186e-22	2.1189858725e-72	6.1192980868e-21	1.3871671391e-22	3.3199577510e-64	2.5762166344e-58	3.0656706431e-58	2.0064564210e-53	4.2562867641e-38	1.0840248580e-69	5.3866081406e-35	2.1678251189e-48	7.1814108063e-52	3.2196105828e-52	3.7024693981e-36	1.4443887453e-62	1.9184661320e-43	2.1989883391e-27	2.1579024870e-53	4.5685885687e-45	5.0489603055e-31	1.1131515389e-104	7.1051195694e-73	3.6404196145e-56	7.1867364471e-47	6.3167576973e-67	1.0363718752e-58	2.4083649667e-44	3.0112693170e-73	5.1726346188e-73	7.8073696657e-53	2.2753682878e-74	3.6387090500e-68	1.1581196940e-28	4.8292965821e-39
6.1483363555e-04	9.2000000000e+02	9.0649086681e+15	4.8404585811e+15	2.3041366377e+00	1.6191585554e-27	8.0332060765e-34	8.3095643106e-09	1.4427391886e-01	6.2396517489e-25	1.3574603738e-29	2.6995551280e-15	9.3807068283e-31	1.5978850002e-12	9.9177269096e-24	5.8567810070e-24	1.3318993240e-23	1.6929490369e-20	3.7319571650e-15	1.9992364989e-08	5.4390495499e-53	2.2704262485e-24	1.2082411902e-33	5.0973264778e-40	6.3069330790e-34	2.0070824057e-11	4.8083167232e-21	4.1768057006e-32	1.9752635048e-21	1.7650498207e-42	1.2869411511e-42	1.3620981871e-63	2.4677402844e-37	6.7627887463e-56	1.3581623847e-66	1.2169447959e-33	4.1925228072e-38	3.9980233021e-29	1.1214006694e-31	4.6447335869e-36	7.2401311089e-44	2.8950298408e-51	9.9051002802e-57	4.4291887659e-102	1.6987048060e-60	3.3430740435e-22	4.7034312464e-32	5.0435020930e-47	6.7187119611e-47	2.3571156660e-69	1.1164392774e-21	7.6270671707e-44	9.6290686769e-15	8.5566635812e-01	3.4516717660e-17	4.2965355311e-26	9.7853727236e-11	6.8698757762e-41	4.0667225696e-14	3.8950338335e-09	4.0077732366e-11	1.2683999745e-28	1.5393894291e-10	7.7564987069e-27	1.2346506160e-48	1.4038488244e-76	3.6889912498e-17	1.7054945119e-17	5.8569795740e-05	1.2363337759e-34	5.2529743547e-83	1.7889424944e-105	1.0310917148e-129	2.4702271418e-35	2.2803614438e-08	9.0853556208e-40	3.0059734496e-22	1.3244833472e-72	3.8248996925e-21	8.6705617024e-23	1.8547624601e-64	1.8016213584e-58	2.1663170834e-58	1.7748091638e-53	3.0076507892e-38	7.6600758064e-70	4.7646895722e-35	1.5160215890e-48	5.0221642542e-52	2.2750967796e-52	3.2750158677e-36	1.0206588959e-62	1.6969774354e-43	1.5538870805e-27	1.9287197789e-53	5.1114576723e-45	5.7079487373e-31	9.9492791897e-105	5.0207109288e-73	3.2201097468e-56	5.0783840962e-47	5.5874473778e-67	9.2629118495e-59	2.6945088537e-44	2.6914202234e-73	2.8897983741e-73	5.4599150378e-53	1.2711811413e-74	2.5446524388e-68	6.4700730969e-29	3.3772640671e-39
9.8364688773e-04	9.2000000000e+02	1.4502573803e+16	7.7440493544e+15	2.3041365916e+00	1.1335740409e-27	5.0211975037e-34	6.5695778276e-09	1.4427393038e-01	4.9330467986e-25	8.4848771155e-30	1.6873710621e-15	7.4164277792e-31	1.5978691674e-12	9.9176286389e-24	4.6303966377e-24	1.3318993886e-23	1.6929491191e-20	4.7203856764e-15	3.1984960438e-08	8.7017111166e-53	1.7949910328e-24	9.5523124931e-34	5.0972252163e-40	6.3068077879e-34	1.2545373627e-11	3.0054635344e-21	2.6107342645e-32	1.2346487921e-21	1.1032536287e-42	1.2869412135e-42	1.3620982532e-63	3.9480359332e-37	1.0819506878e-55	3.4762817557e-66	9.6211228941e-34	3.3145938338e-38	2.4989853905e-29	7.0093735779e-32	2.9032150389e-36	4.5254818442e-44	2.8949723292e-51	6.1912347731e-57	1.1336721052e-101	1.0617843299e-60	3.3430409183e-22	4.7033846421e-32	5.0434521190e-47	6.7186453881e-47	2.3570923103e-69	8.8266176766e-22	6.0299926086e-44	7.6127837411e-15	8.5566639966e-01	4.3658217417e-17	6.8737131582e-26	9.7853731986e-11	6.8698761097e-41	4.0667227670e-14	6.2314419856e-09	5.0692530874e-11	3.2464659101e-28	2.4628056769e-10	6.1322606860e-27	9.7611044872e-49	1.1098779591e-76	2.9165035498e-17	1.3483579822e-17	5.8568632215e-05	1.2363092154e-34	5.2528700011e-83	1.7889069560e-105	1.0310712315e-129	3.1243864794e-35	1.4253518558e-08	5.6788490832e-40	1.8788994378e-22	8.2787524845e-73	2.3907735722e-21	5.4195799735e-23	1.0350577384e-64	1.2613163773e-58	1.5291113655e-58	1.5716396898e-53	2.1229731513e-38	5.4068688454e-70	4.2192145676e-35	1.0613677783e-48	3.5160207186e-52	1.6058943402e-52	2.9001117570e-36	7.2043983315e-63	1.5027176694e-43	1.0968229968e-27	1.7219757789e-53	5.7251504866e-45	6.4458290119e-31	8.8827928798e-105	3.5438716520e-73	2.8514625658e-56	3.5845802899e-47	4.9477807558e-67	8.2698338973e-59	3.0179573927e-44	2.4028727205e-73	1.6126637421e-73	3.8224903494e-53	7.0938780872e-75	1.7815129581e-68	3.6106506203e-29	2.3644249433e-39
1.5736960851e-03	9.2000000000e+02	2.3202073138e+16	1.2389385158e+16	2.3041368393e+00	7.9434665019e-28	3.1385255030e-34	5.1939367086e-09	1.4427394594e-01	3.9000260563e-25	5.3035163818e-30	1.0547000208e-15	5.8634599513e-31	1.5978438050e-12	9.9174712199e-24	3.6608116538e-24	1.3318994644e-23	1.6929492154e-20	5.9706050239e-15	5.1171424807e-08	1.3921510297e-52	1.4191050854e-24	7.5519793633e-34	5.0970631147e-40	6.3066072192e-34	7.8415507546e-12	1.8785805466e-21	1.6318529723e-32	7.7172362141e-22	6.8959439403e-43	1.2869412868e-42	1.3620983307e-63	6.3163005714e-37	1.7309684772e-55	8.8977116586e-66	7.6063802981e-34	2.6204905094e-38	1.5620037599e-29	4.3812452544e-32	1.8146695950e-36	2.8286758629e-44	2.8948802635e-51	3.8698633576e-57	2.9016887055e-101	6.6367379411e-61	3.3429878554e-22	4.7033099869e-32	5.0433720660e-47	6.7185387455e-47	2.3570548970e-69	6.9783621972e-22	4.7673382955e-44	6.0186998260e-15	8.5566644834e-01	5.5220449731e-17	1.0996621076e-25	9.7853737554e-11	6.8698765006e-41	4.0667229984e-14	9.9692693427e-09	6.4118718312e-11	8.3092221314e-28	3.9401416723e-10	4.8481146513e-27	7.7170485894e-49	8.7746034786e-77	2.3057636187e-17	1.0660006845e-17	5.8566769619e-05	1.2362698984e-34	5.2527029497e-83	1.7888500653e-105	1.0310384414e-129	3.9517080661e-35	8.9092355894e-09	3.5495940286e-40	1.1744158239e-22	5.1746771137e-73	1.4943654024e-21	3.3875365289e-23	5.7708676681e-65	8.8386148854e-59	1.0783419207e-58	1.3930092422e-53	1.4971381399e-38	3.8129076733e-70	3.7396047589e-35	7.4374845302e-49	2.4638348966e-52	1.1324899064e-52	2.5704889659e-36	5.0806010008e-63	1.3319208057e-43	7.7348860500e-28	1.5359788809e-53	6.4184291288e-45	7.2724010397e-31	7.9233303565e-105	2.4991276470e-73	2.5273289164e-56	2.5278352562e-47	4.3853528100e-67	7.3763439012e-59	3.3833046941e-44	2.1432613711e-73	8.9912559494e-74	2.6785920415e-53	3.9551254172e-75	1.2483867833e-68	2.0130845026e-29	1.6568596013e-39
2.5176916945e-03	9.2000000000e+02	3.7137276944e+16	1.9821268165e+16	2.3041395972e+00	5.5707462629e-28	1.9617514361e-34	4.1063506534e-09	1.4427410432e-01	3.0833002614e-25	3.3149900704e-30	6.5924564844e-16	4.6356788604e-31	1.5978047072e-12	9.9172285484e-24	2.8942548148e-24	1.3319008171e-23	1.6929509348e-20	7.5519628528e-15	8.1867225911e-08	2.2272497450e-52	1.1219225251e-24	5.9704780452e-34	5.0968085005e-40	6.3062921845e-34	4.9014014507e-12	1.1742163897e-21	1.0199980560e-32	4.8236980106e-22	4.3103450696e-43	1.2869425938e-42	1.3620997141e-63	1.0105210237e-36	2.7693109563e-55	2.2774194039e-65	6.0134865826e-34	2.0717192542e-38	9.7633844812e-30	2.7385197798e-32	1.1342685221e-36	1.7680783320e-44	2.8947356552e-51	2.4188779067e-57	7.4270356420e-101	4.1483270326e-61	3.3429060556e-22	4.7031949012e-32	5.0432486594e-47	6.7183743490e-47	2.3569972221e-69	5.5171257903e-22	3.7690799528e-44	4.7584122314e-15	8.5566731735e-01	6.9844204354e-17	1.7592181185e-25	9.7853836933e-11	6.8698834776e-41	4.0667271285e-14	1.5949050257e-08	8.1101023585e-11	2.1266837958e-27	6.3036835426e-10	3.8328444364e-27	6.1009792215e-49	6.9370657551e-77	1.8229010436e-17	8.4276364867e-18	5.8563844027e-05	1.2362081429e-34	5.2524405608e-83	1.7887607067e-105	1.0309869379e-129	4.9979643323e-35	5.5687633237e-09	2.2186919228e-40	7.3407462417e-23	3.2344584261e-73	9.3406074649e-22	2.1173970528e-23	3.2149516125e-65	6.1985130585e-59	7.5985526313e-59	1.2356582381e-53	1.0549606516e-38	2.6867026796e-70	3.3171033804e-35	5.2159015390e-49	1.7278853054e-52	7.9801072307e-53	2.2801326585e-36	3.5800531690e-63	1.1814702058e-43	5.4503991380e-28	1.3689913166e-53	7.2013543806e-45	8.1984986835e-31	7.0619274022e-105	1.7609691924e-73	2.2417907325e-56	1.7811975370e-47	3.8898946729e-67	6.5740721996e-59	3.7958094997e-44	1.9101542966e-73	5.0090306130e-74	1.8784943074e-53	2.2034012161e-75	8.7549258324e-69	1.1214898071e-29	1.1619542211e-39
4.0279519564e-03	9.2000000000e+02	5.9413739075e+16	3.1711236152e+16	2.3041403525e+00	3.9095536478e-28	1.2262026337e-34	3.2464981487e-09	1.4427411975e-01	2.4375708064e-25	2.0720512702e-30	4.1206481896e-16	3.6649872621e-31	1.5977395227e-12	9.9168239624e-24	2.2882100656e-24	1.3319007837e-23	1.6929508924e-20	9.5521403741e-15	1.3097601941e-07	3.5632855833e-52	8.8696051707e-25	4.7200926765e-34	5.0963927751e-40	6.3057778066e-34	3.0636457081e-12	7.3394987920e-22	6.3755493157e-33	3.0150767808e-22	2.6942029348e-43	1.2869425615e-42	1.3620996799e-63	1.6166911696e-36	4.4305070989e-55	5.8291664033e-65	4.7540940212e-34	1.6378432020e-38	6.1026527338e-30	1.7117256063e-32	7.0898026301e-37	1.1051462827e-44	2.8944995437e-51	1.5119318407e-57	1.9009861147e-100	2.5929327432e-61	3.3427696775e-22	4.7030030284e-32	5.0430429136e-47	6.7181002643e-47	2.3569010654e-69	4.3618629231e-22	2.9798505101e-44	3.7620207829e-15	8.5566729591e-01	8.8339211450e-17	2.8142714697e-25	9.7853834481e-11	6.8698833054e-41	4.0667270266e-14	2.5515191508e-08	1.0258106096e-10	5.4429073834e-27	1.0085004944e-09	3.0301394322e-27	4.8232632504e-49	5.4842498405e-77	1.4411344956e-17	6.6626533017e-18	5.8559067218e-05	1.2361073105e-34	5.2520121412e-83	1.7886148049e-105	1.0309028446e-129	6.3209285649e-35	3.4807836142e-09	1.3868045814e-40	4.5883704781e-23	2.0217145596e-73	5.8383938265e-22	1.3234897118e-23	1.7897697858e-65	4.3501208267e-59	5.3505012418e-59	1.0968646249e-53	7.4284782250e-39	1.8917576316e-70	2.9443942509e-35	3.6605233708e-49	1.2126311233e-52	5.6191719291e-53	2.0240198915e-36	2.5208852075e-63	1.0487631888e-43	3.8378844987e-28	1.2192847685e-53	8.0855525922e-45	9.2359090641e-31	6.2896685682e-105	1.2399313604e-73	1.9899035356e-56	1.2541745164e-47	3.4528268185e-67	5.8546846859e-59	4.2615198660e-44	1.7011299493e-73	2.7885370382e-74	1.3183286270e-53	1.2266377221e-75	6.1442131106e-69	6.2433554645e-30	8.1546029008e-40
6.4441566818e-03	9.2000000000e+02	9.5010640557e+16	5.0733518312e+16	2.3041394292e+00	2.7456608770e-28	7.6644401138e-35	2.5666936534e-09	1.4427400534e-01	1.9270269500e-25	1.2951458786e-30	2.5756314994e-16	2.8975527213e-31	1.5976337020e-12	9.9161671564e-24	1.8090674888e-24	1.3318994458e-23	1.6929491918e-20	1.2082058838e-14	2.0954279101e-07	5.7007443778e-52	7.0118858311e-25	3.7314796231e-34	5.0957228327e-40	6.3049488854e-34	1.9149468787e-12	4.5875899637e-22	3.9850685834e-33	1.8845886309e-22	1.6840248488e-43	1.2869412688e-42	1.3620983117e-63	2.5864733209e-36	7.0881740587e-55	1.4919997940e-64	3.7583594608e-34	1.2948005375e-38	3.8144932273e-30	1.0699225431e-32	4.4315161446e-37	6.9077714142e-45	2.8941190495e-51	9.4504046323e-58	4.8656543580e-100	1.6207254155e-61	3.3425482808e-22	4.7026915415e-32	5.0427089053e-47	6.7176553145e-47	2.3567449643e-69	3.4485052414e-22	2.3558810269e-44	2.9742677880e-15	8.5566643639e-01	1.1172887861e-16	4.5018421956e-25	9.7853736186e-11	6.8698764046e-41	4.0667229416e-14	4.0817973608e-08	1.2975002100e-10	1.3929534300e-26	1.6134557247e-09	2.3954833775e-27	3.8130413468e-49	4.3355857460e-77	1.1392920379e-17	5.2671751882e-18	5.8551369381e-05	1.2359448190e-34	5.2513217420e-83	1.7883796839e-105	1.0307673280e-129	7.9934846724e-35	2.1756809868e-09	8.6682905187e-41	2.8679836255e-23	1.2636826691e-73	3.6493168923e-22	8.2725377997e-24	9.9566636194e-66	3.0550691052e-59	3.7648858970e-59	9.7434651309e-54	5.2270566142e-39	1.3310504460e-70	2.6153392855e-35	2.5707681015e-49	8.5162505330e-53	3.9539363122e-53	1.7979399454e-36	1.7738235609e-63	9.3161793431e-44	2.7005315148e-28	1.0851835067e-53	9.0847043421e-45	1.0397247224e-30	5.5979097029e-105	8.7242211303e-74	1.7675190370e-56	8.8244367118e-48	3.0669512486e-67	5.2100859624e-59	4.7875018149e-44	1.5138361406e-73	1.5512903111e-74	9.2585590589e-54	6.8239051068e-76	4.3150515578e-69	3.4732394473e-30	5.7269387173e-40
1.0309747171e-02	9.2000000000e+02	1.5200372929e+17	8.1166516077e+16	2.3041413064e+00	1.9297608124e-28	4.7906948784e-35	2.0292382345e-09	1.4427402884e-01	1.5233562067e-25	8.0953711363e-31	1.6099107632e-16	2.2908167325e-31	1.5974667047e-12	9.9151306399e-24	1.4302559685e-24	1.3318992116e-23	1.6929488941e-20	1.5282056244e-14	3.3523896822e-07	9.1203885091e-52	5.5430464020e-25	2.9498148141e-34	5.0946584936e-40	6.3036319763e-34	1.1969466873e-12	2.8674950051e-22	2.4908861403e-33	1.1779711196e-22	1.0526077703e-43	1.2869410425e-42	1.3620980722e-63	4.1379932149e-36	1.1340080690e-54	3.8188480802e-64	2.9710639033e-34	1.0235676440e-38	2.3842671997e-30	6.6876019268e-33	2.7699403195e-37	4.3177354959e-45	2.8935145574e-51	5.9070205258e-58	1.2453885637e-99	1.0130421573e-61	3.3421988912e-22	4.7021999788e-32	5.0421818014e-47	6.7169531319e-47	2.3564986186e-69	2.7264019913e-22	1.8625689316e-44	2.3514679701e-15	8.5566628591e-01	1.4130611796e-16	7.2008107129e-25	9.7853718978e-11	6.8698751964e-41	4.0667222264e-14	6.5296197310e-08	1.6411500269e-10	3.5645898974e-26	2.5813020330e-09	1.8936810776e-27	3.0142911090e-49	3.4273736836e-77	9.0063483400e-18	4.1638151532e-18	5.8539139808e-05	1.2356866683e-34	5.2502249030e-83	1.7880061466e-105	1.0305520326e-129	1.0107436655e-34	1.3599197861e-09	5.4181563657e-41	1.7926468551e-23	7.8987088434e-74	2.2810229431e-22	5.1707892397e-24	5.5346912596e-66	2.1472253503e-59	2.6471119404e-59	8.6618557410e-54	3.6751721978e-39	9.3577121511e-71	2.3247712534e-35	1.8068391408e-49	5.9855631425e-53	2.7800343251e-53	1.5983529708e-36	1.2471850826e-63	8.2820023927e-44	1.8987585318e-28	9.6508284703e-54	1.0215255486e-44	1.1695551529e-30	4.9783731785e-105	6.1334076651e-74	1.5711450785e-56	6.2038624377e-48	2.7262084648e-67	4.6325024466e-59	5.3821617167e-44	1.3460141878e-73	8.6232831141e-75	6.5072874078e-54	3.7932594085e-76	3.0327916566e-69	1.9306977464e-30	4.0251226960e-40
1.6494156806e-02	9.2000000000e+02	2.4318481593e+17	1.2985509939e+17	2.3041443112e+00	1.3576134560e-28	2.9944454604e-35	1.6043234090e-09	1.4427406436e-01	1.2041701062e-25	5.0600482737e-31	1.0062819902e-16	1.8111283570e-31	1.5971995455e-12	9.9134724406e-24	1.1307657681e-24	1.3318988174e-23	1.6929483931e-20	1.9329590471e-14	5.3633525098e-07	1.4591340279e-51	4.3816218065e-25	2.3317453936e-34	5.0929560892e-40	6.3015255877e-34	7.4815693028e-13	1.7923406977e-22	1.5569396266e-33	7.3629616601e-23	6.5793723859e-44	1.2869406616e-42	1.3620976691e-63	6.6202077918e-36	1.8142535921e-54	9.7745372054e-64	2.3485421992e-34	8.0910134686e-39	1.4902969765e-30	4.1801157742e-33	1.7313637011e-37	2.6988200633e-45	2.8925476757e-51	3.6922098458e-58	3.1876357988e-99	6.3320657361e-62	3.3416399442e-22	4.7014135863e-32	5.0413385505e-47	6.7158297935e-47	2.3561045195e-69	2.1555037070e-22	1.4725540289e-44	1.8590794544e-15	8.5566603270e-01	1.7870196001e-16	1.1516439339e-24	9.7853690021e-11	6.8698731635e-41	4.0667210230e-14	1.0444730245e-07	2.0758173779e-10	9.1207043215e-26	4.1297206023e-09	1.4969014694e-27	2.3827120858e-49	2.7092422076e-77	7.1192642856e-18	3.2913784136e-18	5.8519578676e-05	1.2352737577e-34	5.2484705154e-83	1.7874086759e-105	1.0302076687e-129	1.2778043475e-34	8.5002400142e-10	3.3866430956e-41	1.1205020093e-23	4.9371236198e-74	1.4257636878e-22	3.2320251568e-24	3.0736650655e-66	1.5106027700e-59	1.8594154535e-59	7.7076961386e-54	2.5815576117e-39	6.5720567095e-71	2.0683372653e-35	1.2711363578e-49	4.2109265625e-53	1.9527843558e-53	1.4222840220e-36	8.7606239106e-64	7.3696861009e-44	1.3337482645e-28	8.5745179416e-54	1.1497511673e-44	1.3143372335e-30	4.4231615360e-105	4.3075809927e-74	1.3978398564e-56	4.3570623994e-48	2.4254939287e-67	4.1144875899e-59	6.0557278837e-44	1.1955004310e-73	4.7889001959e-75	4.5779668083e-54	2.1065689812e-76	2.1336109304e-69	1.0722040195e-30	2.8317295590e-40
