#p(bar)         	T(K)            	n_<tot>(cm-3)   	n_g(cm-3)       	m(u)            	e-              	C               	H               	He              	N               	O               	Si              	C1H1            	C1H1N1          	C1H1N1O1        	C1H1O1          	C1H2            	C1H2O1          	C1H3            	C1H4            	C1H4O2          	C1N1            	C1N1O1          	C1N2_cnn        	C1N2_ncn        	C1O1            	C1O2            	C1Si1           	C1Si2           	C2              	C2H2O2          	C2H2O4          	C2H4O1          	C2H4O3          	C2H6O2          	C2N1            	C2N1O1          	C2Si1           	C2Si2           	C2O1            	C3              	C3N2O1          	C4              	C4H6O4          	C5              	H1N1            	H1N1O1          	H1N1O2_cis      	H1N1O2_trans    	H1N1O3          	H1O1            	H1O2            	H1Si1           	H2              	H2N1            	H2N2            	H2O1            	H2O2            	H2Si1           	H3N1            	H3Si1           	H4N2            	H4Si1           	N1O1            	N1O2            	N1O3            	N1Si1           	N1Si2           	N2              	N2O1            	N2O3            	N2O4            	N2O5            	N3              	O1Si1           	O2              	O2Si1           	O3              	Si2             	Si3             	C1+             	C1-             	C1H1+           	C1H1-           	C1H1O1+         	C1N1+           	C1N1-           	C1O2-           	C2-             	H1+             	H1-             	H1O1+           	H1O1-           	H1Si1+          	H2+             	H2-             	H3O1+           	He1+            	N1+             	N1-             	N1O1+           	N1O2-           	N2+             	N2-             	N2O1+           	O1+             	O1-             	O2+             	O2-             	Si1+            	Si1-            
2.6388366599e-02	9.2000000000e+02	3.8906217847e+17	2.0775017527e+17	2.3041491296e+00	9.5634449810e-29	1.8716904203e-35	1.2683836106e-09	1.4427412053e-01	9.5176677283e-26	3.1628039333e-31	6.2898068642e-17	1.4318843145e-31	1.5967722136e-12	9.9108200836e-24	8.9398730935e-25	1.3318981806e-23	1.6929475836e-20	2.4449137127e-14	8.5806130349e-07	2.3344101356e-51	3.4632001119e-25	1.8429935912e-34	5.0902336390e-40	6.2981570941e-34	4.6763855873e-13	1.1203099065e-22	9.7317150126e-34	4.6022493936e-23	4.1124637030e-44	1.2869400463e-42	1.3620970178e-63	1.0591405500e-35	2.9025517141e-54	2.5018447757e-63	1.8562696568e-34	6.3950746978e-39	9.3151623939e-31	2.6127985144e-33	1.0821959846e-37	1.6869085530e-45	2.8910014584e-51	2.3078309121e-58	8.1589233357e-99	3.9578836669e-62	3.3407458859e-22	4.7001557195e-32	5.0399897366e-47	6.7140329681e-47	2.3554741419e-69	1.7041486518e-22	1.1642062850e-44	1.4697946172e-15	8.5566562358e-01	2.2597177430e-16	1.8414850250e-24	9.7853643235e-11	6.8698698788e-41	4.0667190786e-14	1.6705643098e-07	2.6256088456e-10	2.3332459798e-25	6.6069747169e-09	1.1831393866e-27	1.8832772719e-49	2.1413641640e-77	5.6270116317e-18	2.6014801354e-18	5.8488296914e-05	1.2346134395e-34	5.2456649346e-83	1.7864532129e-105	1.0296569690e-129	1.6149431315e-34	5.3131098947e-10	2.1168351613e-41	7.0037437802e-24	3.0859693740e-74	8.9117944254e-23	2.0201905843e-24	1.7047218648e-66	1.0641148565e-59	1.3044111953e-59	6.8675828280e-54	1.8110060578e-39	4.6091769362e-71	1.8424031774e-35	8.9542738154e-50	2.9663056388e-53	1.3699110498e-53	1.2672597817e-36	6.1457249297e-64	6.5664147631e-44	9.3564682639e-29	7.6083220262e-54	1.2957591111e-44	1.4751190610e-30	3.9247531769e-105	3.0210334208e-74	1.2451473153e-56	3.0557361886e-48	2.1605459593e-67	3.6489080700e-59	6.8211053381e-44	1.0602222209e-73	2.6560287795e-75	3.2248600293e-54	1.1683492266e-76	1.5029808855e-69	5.9466779776e-31	1.9947570288e-40
4.2217776367e-02	9.2000000000e+02	6.2244664475e+17	3.3237185813e+17	2.3041568463e+00	6.7495022532e-29	1.1699065470e-35	1.0027877776e-09	1.4427421006e-01	7.5214809427e-26	1.9769214974e-31	3.9314654549e-17	1.1320519105e-31	1.5960887757e-12	9.9065781325e-24	7.0678897118e-25	1.3318971588e-23	1.6929462849e-20	3.0924626262e-14	1.3727785879e-06	3.7347311160e-51	2.7368462933e-25	1.4564535734e-34	5.0858811099e-40	6.2927717005e-34	2.9229909260e-13	7.0025356762e-23	6.0828420038e-34	2.8766518427e-23	2.5705096089e-44	1.2869390590e-42	1.3620959729e-63	1.6944773791e-35	4.6436785195e-54	6.4036126471e-63	1.4669451852e-34	5.0538045496e-39	5.8224743540e-31	1.6331387150e-33	6.7643032939e-38	1.0544080041e-45	2.8885294367e-51	1.4425176643e-58	2.0883223918e-98	2.4738888247e-62	3.3393160062e-22	4.6981439959e-32	5.0378325599e-47	6.7111592807e-47	2.3544659705e-69	1.3473048887e-22	9.2042488053e-45	1.1620239062e-15	8.5566496714e-01	2.8569953205e-16	2.9436026925e-24	9.7853568164e-11	6.8698646084e-41	4.0667159587e-14	2.6715283593e-07	3.3210158640e-10	5.9669725399e-25	1.0570239429e-08	9.3499380340e-28	1.4882883617e-49	1.6922454335e-77	4.4468310893e-18	2.0558590423e-18	5.8438285062e-05	1.2335577531e-34	5.2411795002e-83	1.7849256623e-105	1.0287765356e-129	2.0400527036e-34	3.3209776485e-10	1.3231351121e-41	4.3777141845e-24	1.9288957914e-74	5.5703478153e-23	1.2627270862e-24	9.4369239706e-67	7.5101029343e-60	9.1334046393e-60	6.1305938542e-54	1.2680549806e-39	3.2259376656e-71	1.6439845187e-35	6.3195732723e-50	2.0935015188e-53	9.5920304747e-54	1.1312648459e-36	4.3031977022e-64	5.8617453913e-44	6.5513398654e-29	6.7382686767e-54	1.4630668399e-44	1.6524478753e-30	3.4759409507e-105	2.1144047269e-74	1.1110504666e-56	2.1386930039e-48	1.9278647327e-67	3.2288746087e-59	7.6952630937e-44	9.3817781730e-74	1.4703126752e-75	2.2759790094e-54	6.4676960212e-77	1.0607446264e-69	3.2919357175e-31	1.4078208310e-40
6.7542779788e-02	9.2000000000e+02	9.9583213466e+17	5.3175039411e+17	2.3041691962e+00	4.7770096325e-29	7.3125289078e-36	7.9280608979e-10	1.4427435308e-01	5.9424342670e-26	1.2356795195e-31	2.4573719040e-17	8.9500258040e-32	1.5949959746e-12	9.8997953523e-24	5.5878882157e-25	1.3318955223e-23	1.6929442047e-20	3.9115190253e-14	2.1962562215e-06	5.9750541866e-51	2.1622775249e-25	1.1506882340e-34	5.0789253897e-40	6.2841653729e-34	1.8270224830e-13	4.3769517054e-23	3.8020949715e-34	1.7980581279e-23	1.6067031911e-44	1.2869374777e-42	1.3620942992e-63	2.7109298752e-35	7.4292445474e-54	1.6390439672e-62	1.1589772550e-34	3.9928175798e-39	3.6393515481e-31	1.0207972675e-33	4.2280439839e-38	6.5906024974e-46	2.8845789310e-51	9.0164912295e-59	5.3451893588e-98	1.5463101384e-62	3.3370296621e-22	4.6949272971e-32	5.0343832851e-47	6.7065643219e-47	2.3528539279e-69	1.0651820299e-22	7.2768981310e-45	9.1869850219e-16	8.5566391576e-01	3.6112170965e-16	4.7029229400e-24	9.7853447929e-11	6.8698561673e-41	4.0667109618e-14	4.2711554540e-07	4.2006058942e-10	1.5251963320e-24	1.6910923810e-08	7.3870282449e-28	1.1758396820e-49	1.3369783596e-77	3.5132710760e-18	1.6242555574e-18	5.8358361770e-05	1.2318706742e-34	5.2340113857e-83	1.7824845034e-105	1.0273695264e-129	2.5750852963e-34	2.0757850376e-10	8.2702877260e-42	2.7363007418e-24	1.2056609368e-74	3.4817592508e-23	7.8927059124e-25	5.2092947950e-67	5.3153303329e-60	6.3770922347e-60	5.4881811364e-54	8.8537669020e-40	2.2508629495e-71	1.4707088176e-35	4.4727242488e-50	1.4816910264e-53	6.6973122806e-54	1.0127218562e-36	3.0045628913e-64	5.2475047683e-44	4.5742524538e-29	5.9508615231e-54	1.6566531071e-44	1.8458687207e-30	3.0697631949e-105	1.4753029207e-74	9.9394592797e-57	1.4922498020e-48	1.7246681032e-67	2.8476647764e-59	8.7015585677e-44	8.2741395938e-74	8.1163016571e-76	1.6108408062e-54	3.5702454872e-77	7.5074977498e-70	1.8171878519e-31	9.9639549975e-41
1.0805967875e-01	9.2000000000e+02	1.5932046544e+18	8.5073159473e+17	2.3041889556e+00	3.3954635705e-29	4.5707014442e-36	6.2679306057e-10	1.4427458168e-01	4.6929568272e-26	7.7236237087e-32	1.5359820730e-17	7.0758967901e-32	1.5932491947e-12	9.8889534669e-24	4.4177884125e-25	1.3318929031e-23	1.6929408755e-20	4.9475083595e-14	3.5137110002e-06	9.5592733747e-51	1.7076293345e-25	9.0874041866e-35	5.0678169493e-40	6.2704208755e-34	1.1419817148e-13	2.7358168061e-23	2.3765021918e-34	1.1238775239e-23	1.0042709832e-44	1.2869349469e-42	1.3620916206e-63	4.3371187888e-35	1.1885780008e-53	4.1952468956e-62	9.1528656052e-35	3.1532735036e-39	2.2747792982e-31	6.3805006499e-34	2.6427419279e-38	4.1194608230e-46	2.8782698851e-51	5.6357643168e-59	1.3681383485e-97	9.6652226222e-63	3.3333750721e-22	4.6897855885e-32	5.0288698169e-47	6.6992195436e-47	2.3502771704e-69	8.4213367331e-23	5.7531208573e-45	7.2632369169e-16	8.5566223307e-01	4.5626762909e-16	7.5075950079e-24	9.7853255497e-11	6.8698426575e-41	4.0667029645e-14	6.8257972216e-07	5.3131616240e-10	3.8953152752e-24	2.7055176182e-08	5.8338053191e-28	9.2860343343e-50	1.0558605175e-77	2.7745581594e-18	1.2827337863e-18	5.8230722489e-05	1.2291763716e-34	5.2225637468e-83	1.7785859183e-105	1.0251225012e-129	3.2464417872e-34	1.2974709282e-10	5.1693492812e-42	1.7103267433e-24	7.5359923423e-75	2.1762761196e-23	4.9333414975e-25	2.8632976273e-67	3.7780979941e-60	4.4335560231e-60	4.9341612567e-54	6.1554185090e-40	1.5631603304e-71	1.3207985051e-35	3.1791797413e-50	1.0531751639e-53	4.6561831173e-54	9.1048980021e-37	2.0888670594e-64	4.7177806414e-44	3.1801648418e-29	5.2330066945e-54	1.8839025122e-44	2.0531193698e-30	2.6994660069e-105	1.0245559382e-74	8.9263236886e-57	1.0363250655e-48	1.5488715544e-67	2.4986777530e-59	9.8735614687e-44	7.2601272101e-74	4.4611388281e-76	1.1449738845e-54	1.9623914243e-77	5.3362745894e-70	9.9882035272e-32	7.0823064668e-41
1.7288219945e-01	9.2000000000e+02	2.5489380119e+18	1.3610659493e+18	2.3042205660e+00	2.4290785482e-29	2.8569079482e-36	4.9554168464e-10	1.4427494713e-01	3.7037578772e-26	4.8276358086e-32	9.6006257380e-18	5.5941937399e-32	1.5904585575e-12	9.8716325845e-24	3.4926971117e-25	1.3318887128e-23	1.6929355493e-20	6.2578880655e-14	5.6214701979e-06	1.5293565802e-50	1.3476888520e-25	7.1719272260e-35	5.0500954323e-40	6.2484940042e-34	7.1379342482e-14	1.7100169139e-23	1.4854280210e-34	7.0247743588e-24	6.2771760288e-45	1.2869308980e-42	1.3620873353e-63	6.9388131281e-35	1.9015666937e-53	1.0738080112e-61	7.2235904425e-35	2.4886147493e-39	1.4218463264e-31	3.9881193823e-34	1.6518406444e-38	2.5748608854e-46	2.8682049382e-51	3.5226234020e-59	3.5018628357e-97	6.0412283908e-63	3.3275365375e-22	4.6815712486e-32	5.0200615580e-47	6.6874856029e-47	2.3461605695e-69	6.6578966075e-23	4.5484090059e-45	5.7423045725e-16	8.5565954106e-01	5.7610404928e-16	1.1969189502e-23	9.7852947639e-11	6.8698210441e-41	4.0666901702e-14	1.0901274423e-06	6.7203869707e-10	9.9355465108e-24	4.3284682946e-08	4.6041340673e-28	7.3286893700e-50	8.3330229808e-78	2.1897264383e-18	1.0123543728e-18	5.8027096994e-05	1.2248780968e-34	5.2043010999e-83	1.7723664276e-105	1.0215377771e-129	4.0847823556e-34	8.1098165184e-11	3.2310916013e-42	1.0690363671e-24	4.7103571920e-75	1.3602771084e-23	3.0835754003e-25	1.5636904940e-67	2.7028111478e-60	3.0625213402e-60	4.4647633293e-54	4.2519143648e-40	1.0778801247e-71	1.1930583599e-35	2.2743513956e-50	7.5343031813e-54	3.2163031405e-54	8.2387284488e-37	1.4429049532e-64	4.2689674917e-44	2.1967293618e-29	4.5721538284e-54	2.1561856395e-44	2.2689575146e-30	2.3585759876e-105	7.0648446034e-75	8.0630202558e-57	7.1459988405e-49	1.3990734766e-67	2.1755036946e-59	1.1261120094e-43	6.3211166586e-74	2.4362959378e-76	8.1910214714e-55	1.0716918795e-77	3.8175141223e-70	5.4547102472e-32	5.0666067690e-41
2.7659216283e-01	9.2000000000e+02	4.0780319491e+18	2.1775531308e+18	2.3042711313e+00	1.7543488491e-29	1.7856924241e-36	3.9177282181e-10	1.4427553129e-01	2.9199863968e-26	3.0174835332e-32	6.0008110018e-18	4.4227420925e-32	1.5860040801e-12	9.8439846059e-24	2.7613091806e-25	1.3318820110e-23	1.6929270308e-20	7.9153351489e-14	8.9936324152e-06	2.4467746745e-50	1.0624974001e-25	5.6542383798e-35	5.0218722019e-40	6.2135733401e-34	4.4615211066e-14	1.0688353645e-23	9.2845748328e-35	4.3907912263e-24	3.9235095713e-45	1.2869244225e-42	1.3620804816e-63	1.1101212401e-34	3.0422631899e-53	2.7485223085e-61	5.6949688741e-35	1.9619860303e-39	8.8871614319e-32	2.4927490477e-34	1.0324726515e-38	1.6094006736e-46	2.8521755364e-51	2.2017937000e-59	8.9633789513e-97	3.7760319776e-63	3.3182169383e-22	4.6684593362e-32	5.0060016187e-47	6.6687556251e-47	2.3395895594e-69	5.2637003548e-23	3.5959498186e-45	4.5398377892e-16	8.5565523557e-01	7.2665216824e-16	1.9042248144e-23	9.7852455265e-11	6.8697864768e-41	4.0666697075e-14	1.7391883653e-06	8.5003302467e-10	2.5289057502e-23	6.9249949553e-08	3.6298292953e-28	5.7778272706e-50	6.5696286191e-78	1.7263470304e-18	7.9812479525e-19	5.7702803691e-05	1.2180326782e-34	5.1752160675e-83	1.7624612868e-105	1.0158287570e-129	5.1234537971e-34	5.0689900340e-11	2.0195735734e-42	6.6819448733e-25	2.9441792683e-75	8.5023268900e-24	1.9273694957e-25	8.4585752246e-68	1.9520462317e-60	2.0954111308e-60	4.0786509784e-54	2.9092070544e-40	7.3543571240e-72	1.0868357541e-35	1.6426005476e-50	5.4414856716e-54	2.2006303473e-54	7.5262439172e-37	9.8725160212e-65	3.8997875481e-44	1.5030266388e-29	3.9568962165e-54	2.4914257733e-44	2.4837271964e-30	2.0412097885e-105	4.8203310411e-75	7.3451383391e-57	4.8757024343e-49	1.2745085472e-67	1.8722416730e-59	1.2939325862e-43	5.4399622750e-74	1.3178818019e-76	5.9157860919e-55	5.7971743224e-78	2.7571160727e-70	2.9506527749e-32	3.6592459148e-41
4.4252135705e-01	9.2000000000e+02	6.5245084734e+18	3.4838795020e+18	2.3043520117e+00	1.2843241022e-29	1.1161235991e-36	3.0973149952e-10	1.4427646474e-01	2.2981939954e-26	1.8860384554e-32	3.7507281112e-18	3.4965736877e-32	1.5789035211e-12	9.7999129709e-24	2.1830621870e-25	1.3318712960e-23	1.6929134112e-20	1.0011778900e-13	1.4388731570e-05	3.9145455782e-50	8.3624538377e-26	4.4502045308e-35	4.9770469369e-40	6.1581109428e-34	2.7886151769e-14	6.6806150815e-24	5.8032015698e-35	2.7444063941e-24	2.4523381322e-45	1.2869140692e-42	1.3620695236e-63	1.7760606389e-34	4.8672556741e-53	7.0352172798e-61	4.4822617273e-35	1.5441936712e-39	5.5548035426e-32	1.5580600563e-34	6.4533347191e-39	1.0059347556e-46	2.8267169984e-51	1.3762022372e-59	2.2942989507e-96	2.3601591990e-63	3.3033612420e-22	4.6475585888e-32	4.9835896905e-47	6.6388995277e-47	2.3291151894e-69	4.1614265032e-23	2.8429203547e-45	3.5891483221e-16	8.5564835181e-01	9.1500465281e-16	3.0193619068e-23	9.7851668040e-11	6.8697312092e-41	4.0666369911e-14	2.7700575108e-06	1.0751714919e-09	6.4153516475e-23	1.1079160114e-07	2.8568803950e-28	4.5474759589e-50	5.1706682815e-78	1.3587324871e-18	6.2816923189e-19	5.7187748078e-05	1.2071605104e-34	5.1290220541e-83	1.7467295456e-105	1.0067614627e-129	6.3939483941e-34	3.1683056524e-11	1.2623079401e-42	4.1764618926e-25	1.8402205873e-75	5.3142677660e-24	1.2046769922e-25	4.5138779181e-68	1.4290544468e-60	1.4143838060e-60	3.7767710223e-54	1.9636887891e-40	4.9419407112e-72	1.0018964004e-35	1.2025153803e-50	3.9836040610e-54	1.4854058378e-54	6.9691915498e-37	6.6638601752e-65	3.6111461076e-44	1.0145295626e-29	3.3782993052e-54	2.9180820601e-44	2.6822100955e-30	1.7427593057e-105	3.2391397116e-75	6.7710945598e-57	3.2763478778e-49	1.1749020225e-67	1.5842180091e-59	1.5020029026e-43	4.6030842755e-74	7.0328127451e-77	4.3308300200e-55	3.0936341484e-78	2.0184301580e-70	1.5746016381e-32	2.6788615768e-41
7.0800485893e-01	9.2000000000e+02	1.0438889248e+19	5.5739764331e+18	2.3044813673e+00	9.5758823488e-30	6.9760613008e-37	2.4486774504e-10	1.4427795537e-01	1.8039352256e-26	1.1788228375e-32	2.3443021227e-18	2.7643236662e-32	1.5676101119e-12	9.7298172202e-24	1.7258868272e-25	1.3318541720e-23	1.6928916453e-20	1.2663503529e-13	2.3020425448e-05	6.2628525809e-50	6.5639911516e-26	3.4931257894e-35	4.9061660875e-40	6.0704099145e-34	1.7429566433e-14	4.1755572924e-24	3.6271511438e-35	1.7153250101e-24	1.5327747889e-45	1.2868975232e-42	1.3620520114e-63	2.8415063086e-34	7.7870864321e-53	1.8007970432e-60	3.5182886373e-35	1.2120932194e-39	3.4718959493e-32	9.7382785130e-35	4.0335011849e-39	6.2873525166e-47	2.7864601745e-51	8.6016200863e-60	5.8726924874e-96	1.4751605705e-63	3.2797333193e-22	4.6143160376e-32	4.9479436127e-47	6.5914135298e-47	2.3124557478e-69	3.2899434690e-23	2.2475579580e-45	2.8375113852e-16	8.5563735067e-01	1.1490898139e-15	4.7619200566e-23	9.7850409954e-11	6.8696428845e-41	4.0665847060e-14	4.4001518836e-06	1.3599419362e-09	1.6187650307e-22	1.7725466501e-07	2.2424682992e-28	3.5694776361e-50	4.0586437314e-78	1.0665180575e-18	4.9307265067e-19	5.6373306058e-05	1.1899686769e-34	5.0559768439e-83	1.7218534141e-105	9.9242362170e-130	7.9154551540e-34	1.9802730153e-11	7.8897512583e-43	2.6103967523e-25	1.1501854843e-75	3.3215548649e-24	7.5295429212e-26	2.3650571242e-68	1.0654987498e-60	9.3736192878e-61	3.5618287371e-54	1.3014056744e-40	3.2518133742e-72	9.3813046878e-36	8.9659189493e-51	2.9701633526e-54	9.8443072893e-55	6.5725633324e-37	4.4163746788e-65	3.4056298102e-44	6.7236444840e-30	2.8319551338e-54	3.4809524296e-44	2.8439977402e-30	1.4609512554e-105	2.1313646704e-75	6.3401466570e-57	2.1558477672e-49	1.1001251075e-67	1.3091194768e-59	1.7662307972e-43	3.8037613786e-74	3.6848590475e-77	3.2290539961e-55	1.6209170064e-78	1.5049355291e-70	8.2501629189e-33	1.9973512328e-41
1.1327927451e+00	9.2000000000e+02	1.6702276535e+19	8.9182439709e+18	2.3046882157e+00	7.3057306031e-30	4.3600961594e-37	1.9358424658e-10	1.4428033332e-01	1.4098773427e-26	7.3677404837e-33	1.4652082660e-18	2.1853818033e-32	1.5497123706e-12	9.6187298071e-24	1.3644283818e-25	1.3318268237e-23	1.6928568834e-20	1.6017606093e-13	3.6830679439e-05	1.0020019669e-49	5.1301301016e-26	2.7300752464e-35	4.7948745739e-40	5.9327086839e-34	1.0893623549e-14	2.6097579321e-24	2.2669995417e-35	1.0720923550e-24	9.5799695305e-46	1.2868710981e-42	1.3620240430e-63	4.5461630678e-34	1.2458661322e-52	4.6096341319e-60	2.7497414343e-35	9.4731936211e-40	2.1699637578e-32	6.0865048217e-35	2.5209716869e-39	3.9296474584e-47	2.7232520880e-51	5.3760838797e-60	1.5032767761e-95	9.2198758877e-64	3.2422878995e-22	4.5616334003e-32	4.8914518777e-47	6.5161579457e-47	2.2860539439e-69	2.6009192335e-23	1.7768441240e-45	2.2432415653e-16	8.5561978100e-01	1.4368772539e-15	7.4459893037e-23	9.7848400692e-11	6.8695018232e-41	4.0665012027e-14	6.9596277968e-06	1.7201412068e-09	4.0497612886e-22	2.8359205440e-07	1.7526157269e-28	2.7897485303e-50	3.1720594829e-78	8.3354414474e-19	3.8536414645e-19	5.5094533500e-05	1.1629754172e-34	4.9412870218e-83	1.6827948765e-105	9.6991147575e-130	9.6735417545e-34	1.2376870553e-11	4.9311599593e-43	1.6315196160e-25	7.1887546518e-76	2.0759993333e-24	4.7060267618e-26	1.2109559386e-68	8.1290125970e-61	6.0708103857e-61	3.4372453808e-54	8.4285342101e-41	2.0820297568e-72	8.9499932182e-36	6.8403710559e-51	2.2660275587e-54	6.3756507595e-55	6.3426724365e-37	2.8602583958e-65	3.2865098795e-44	4.3545582032e-30	2.3199486801e-54	4.2490147940e-44	2.9469577377e-30	1.1968612628e-105	1.3646430947e-75	6.0486543686e-57	1.3803188209e-49	1.0495461537e-67	1.0481301562e-59	2.1070824554e-43	3.0454340331e-74	1.8867205789e-77	2.4635430698e-55	8.2994150748e-79	1.1481608848e-70	4.2242462895e-33	1.5238397356e-41
1.8125259166e+00	9.2000000000e+02	2.6725192264e+19	1.4269643232e+19	2.3050188914e+00	5.7227352160e-30	2.7249736138e-37	1.5303684904e-10	1.4428412058e-01	1.0943249363e-26	4.6046916576e-33	9.1572610272e-19	1.7276402963e-32	1.5215135797e-12	9.4437060060e-24	1.0786405608e-25	1.3317831904e-23	1.6928014220e-20	2.0260172999e-13	5.8927096075e-05	1.6031489799e-49	3.9819274533e-26	2.1190420823e-35	4.6221171204e-40	5.7189555130e-34	6.8082986349e-15	1.6310469410e-24	1.4168297459e-35	6.7003645612e-25	5.9872909306e-46	1.2868289375e-42	1.3619794203e-63	7.2736151477e-34	1.9933184613e-52	1.1800252577e-59	2.1343066725e-35	7.3529460273e-40	1.3561843057e-32	3.8039447831e-35	1.5755572989e-39	2.4559517140e-47	2.6251343816e-51	3.3599457861e-60	3.8482545782e-95	5.7622395466e-64	3.1832907591e-22	4.4786292580e-32	4.8024463106e-47	6.3975889917e-47	2.2444565751e-69	2.0561408851e-23	1.4046733181e-45	1.7733809793e-16	8.5559174917e-01	1.7844491292e-15	1.1484329390e-22	9.7845194980e-11	6.8692767644e-41	4.0663679759e-14	1.0932771837e-05	2.1757532449e-09	9.9938354519e-22	4.5373195635e-07	1.3603531567e-28	2.1653595602e-50	2.4621033947e-78	6.4698404284e-19	2.9911367624e-19	5.3109499030e-05	1.1210738683e-34	4.7632543851e-83	1.6221644360e-105	9.3496594505e-130	1.1581049975e-33	7.7352985907e-12	3.0818771613e-43	1.0196673976e-25	4.4928290630e-76	1.2974584043e-24	2.9411733785e-26	6.0383851522e-69	6.3676296304e-61	3.8291193795e-61	3.4057307001e-54	5.3162364881e-41	1.2893716945e-72	8.7068574683e-36	5.3582091181e-51	1.7750279083e-54	4.0213952223e-55	6.2845190974e-37	1.8040871248e-65	3.2563772303e-44	2.7466058311e-30	1.8509316628e-54	5.3253453753e-44	2.9740323159e-30	9.5495178795e-106	8.4510424196e-76	5.8843364657e-57	8.5481199830e-50	1.0210341554e-67	8.0613011676e-60	2.5457689796e-43	2.3422817082e-74	9.4080595062e-78	1.9297460375e-55	4.1384713647e-79	8.9937900617e-71	2.1064041440e-33	1.1936562943e-41
2.9003423018e+00	9.2000000000e+02	4.2766527111e+19	2.2833797586e+19	2.3055473066e+00	4.6068516920e-30	1.7029318553e-37	1.2097682030e-10	1.4429013728e-01	8.4009782592e-27	2.8776337752e-33	5.7226944994e-19	1.3657131010e-32	1.4775105147e-12	9.1705884896e-24	8.5267375873e-26	1.3317136811e-23	1.6927130703e-20	2.5626639762e-13	9.4283291632e-05	2.5650366787e-49	3.0568695691e-26	1.6267587326e-35	4.3588618852e-40	5.3932292408e-34	4.2547452816e-15	1.0192986014e-24	8.8542674163e-36	4.1872934827e-25	3.7416686903e-46	1.2867617746e-42	1.3619083351e-63	1.1637776573e-33	3.1893074379e-52	3.0210183560e-59	1.6384771433e-35	5.6447530042e-40	8.4752727299e-33	2.3772188891e-35	9.8462117233e-40	1.5348106080e-47	2.4756184020e-51	2.0997482993e-60	9.8520329486e-95	3.6010261648e-64	3.0912281234e-22	4.3491046732e-32	4.6635567467e-47	6.2125669659e-47	2.1795455746e-69	1.6253953732e-23	1.1104051910e-45	1.4018714669e-16	8.5554709360e-01	2.1919472634e-15	1.7329265947e-22	9.7840088184e-11	6.8689182389e-41	4.0661557415e-14	1.6987418894e-05	2.7520616246e-09	2.4129542363e-21	7.2597065211e-07	1.0443239403e-28	1.6623160074e-50	1.8901220657e-78	4.9668052859e-19	2.2962535238e-19	5.0084618159e-05	1.0572224865e-34	4.4919605990e-83	1.5297731640e-105	8.8171444289e-130	1.3416174396e-33	4.8340601589e-12	1.9259734353e-43	6.3722602095e-26	2.8077269054e-76	8.1082739167e-25	1.8380426925e-26	2.9294775077e-69	5.1259973124e-61	2.3498462416e-61	3.4680237700e-54	3.2624572631e-41	7.6841544626e-73	8.6101478943e-36	4.3134050083e-51	1.4289129261e-54	2.4678416922e-55	6.3994671134e-37	1.1071285404e-65	3.3159385263e-44	1.6855315152e-30	1.4368191452e-54	6.8594725514e-44	2.9203075206e-30	7.4136818547e-106	5.0364930145e-76	5.8189774456e-57	5.0943474715e-50	1.0096932349e-67	5.9016261917e-60	3.0925502385e-43	1.7147692153e-74	4.5642498814e-78	1.5534623676e-55	2.0077485079e-79	7.2400793325e-71	1.0219062558e-33	9.6090371321e-42
