H2,H2O,O2,CO,CO2,CH4,H2_melt,H2O_melt,O2_melt,CO2_melt,CO_melt,H2_fugacity
914.2890800589765,975.8185236039286,9.824143458671477e-08,23.244585618190925,5.734329936900501,0.9550491432054481,471.2527092535196,31651.92404475428,0.0,3.381764401578208,36.24062389199085,1000
994.8376022595687,1068.3426726148991,9.932182669759784e-08,22.821970478810467,5.642025486350462,1.1246673897400554,495.39245996481156,33287.71297889252,0.0,3.4324814700843227,36.875822663025254,1100
1073.6535920974218,1159.7955697723478,1.0039640888287022e-07,22.4109400922962,5.550701795328428,1.3028721994137455,518.5084773791694,34861.54325873741,0.0,3.4821764843689063,37.49285866987094,1200
1150.7894541091757,1250.2910675589633,1.0146579346813697e-07,22.01057195172096,5.460343729908,1.4886846497633677,540.724498651234,36381.28471964973,0.0,3.5308193246853663,38.09080414133928,1300
1226.3014021107438,1339.8364897843874,1.0252997009523847e-07,21.620094967917357,5.370935827676823,1.6811914078408579,562.1410537217655,37853.24942716443,0.0,3.5783295341100034,38.66795227624137,1400
1300.2435969780752,1428.439938200683,1.0358893744255248e-07,21.23898902023627,5.2825015654770535,1.8795477465393187,582.8411490748965,39282.61721505704,0.0,3.62466216529227,39.22330896724518,1500
1372.6680789369539,1516.1112287668418,1.0464270791348354e-07,20.866890968258556,5.1950849895063405,2.082974569670554,602.8942761908808,40673.699405506944,0.0,3.6697973523293523,39.75638996329005,1600
1443.6247929549543,1602.8616771126058,1.0569130585344074e-07,20.503534810116495,5.1087392678469605,2.2907551179833665,622.359311572297,42030.12848107818,0.0,3.713732742372975,40.26707354321833,1700
1513.1616387213753,1688.703814016702,1.0673476550932019e-07,20.148713598425996,5.023519696954179,2.5022314929699374,641.2866617434727,43354.99780590768,0.0,3.7564782520507256,40.75549733312257,1800
1581.3245331180428,1773.6511283702855,1.0777312924688172e-07,19.80225524626376,4.939479537798678,2.7168011198286184,659.7198805965375,44650.96657806303,0.0,3.7980524175124937,41.22198546999417,1900
1648.1574796309508,1857.717846918996,1.0880644606642664e-07,19.46400706843063,4.856667602116798,2.933913207910415,677.6969095841795,45920.3400123782,0.0,3.8384797917002618,41.66699581323692,2000
1713.7026419700217,1940.9187480396372,1.0983477034553001e-07,19.1338260137356,4.775126960083905,3.1530652703368527,695.2510431431344,47165.131529624035,0.0,3.8777890663941137,42.09108116072325,2100
1778.0004194693959,2023.2690048225982,1.1085816078624521e-07,18.811572600625592,4.6948943586229195,3.3737997413336185,712.4116902847966,48387.11163842234,0.0,3.9160116977096395,42.494860303161275,2200
1841.089522824788,2104.784053229234,1.1187667952701713e-07,18.497107291517462,4.616000091529069,3.595700721702793,729.2049826558845,49587.84682283905,0.0,3.95318089132057,42.87899620358569,2300
1903.007049196936,2185.479481702553,1.1289039138652213e-07,18.19028841035747,4.538468136696988,3.8183908601331065,745.6542653353973,50768.73081821177,0.0,3.989330835275748,43.24417915549182,2400
1963.7885556292104,2265.370938842678,1.1389936323229959e-07,17.890971216997105,4.462316490504042,4.041528413734583,761.7804968406932,51931.01001182955,0.0,4.02449614630943,43.5911143023504,2500
2023.4681305995794,2344.4740567252516,1.1490366343799136e-07,17.599007560435776,4.387557574545547,4.264804457161393,777.6025781425258,53075.804261723446,0.0,4.058711437930684,43.92051170732268,2600
2082.078463108681,2422.804387373722,1.1590336142691377e-07,17.314246005167533,4.314198702340416,4.4879402687590915,793.1376254767817,54204.12409934382,0.0,4.092011005269712,44.233078882533064,2700
2139.650909168137,2500.3773504938963,1.1689852728485953e-07,17.036532217114516,4.242242559971742,4.710684884262898,808.4011982843315,55316.88505321705,0.0,4.124428589126592,44.529515084680504,2800
2196.215555531439,2577.2081907681363,1.1788923143296048e-07,16.76570948475236,4.171687684194808,4.93281281451937,823.4074909846933,56414.91965889281,0.0,4.155997203834418,44.810506937043826,2900
2251.8012806215684,2653.3119432876747,1.1887554435131071e-07,16.50161932258017,4.102528922323928,5.154121924183956,838.1694953681857,57498.98759462311,0.0,4.186749012221994,45.0767251921849,3000
2306.3665227366873,2728.6589461986796,1.198608920054184e-07,23.14557336519449,0.4936346637012016,2.5699781320604287,852.6991391750087,58570.19424565005,0.0,4.161285552861201,44.23478410797116,3100
2360.0781610579056,2803.3533836354436,1.2083849607873014e-07,22.913537448740506,0.4862021378341537,2.687231632670591,867.0074036660924,59628.34535621377,0.0,4.192939931493549,44.52304031324455,3200
2412.8912981610897,2877.3646661045336,1.2181190302583516e-07,22.684626187990123,0.4790096979007253,2.8049734843663154,881.1044269680995,60674.44928095417,0.0,4.224097965060092,44.802883270437576,3300
2464.8305168972574,2950.706762140861,1.22781182736127e-07,22.45882335858425,0.4720432910547771,2.923127123341463,894.9995911341732,61709.048869071405,0.0,4.254770384019332,45.07452458192336,3400
2515.9194587719585,3023.3933454018306,1.2374640409205688e-07,22.23610997839047,0.46529014141883596,3.0416209461446115,908.7016006273753,62732.646583936046,0.0,4.28496792191875,45.33817639764097,3500
2566.1808602260617,3095.437780694217,1.247076352125522e-07,22.016463895771103,0.4587385858102437,3.160387917809202,922.218547053416,63745.70848273287,0.0,4.314701169332267,45.594047830184024,3600
2615.6366010878287,3166.853125549573,1.2566494316528025e-07,21.799860532759727,0.45237794945875387,3.2793653317413303,935.5579693120513,64748.667876937194,0.0,4.343980611385269,45.842346052428105,3700
2664.307743698915,3237.652127526026,1.2661839396130298e-07,21.58627305030579,0.44619843209288185,3.398494526715528,948.7269048944023,65741.92845637444,0.0,4.372816587212064,46.08327534959347,3800
