H2,H2O,O2,CO,CO2,CH4,H2_melt,H2O_melt,O2_melt,CO2_melt,CO_melt,H2_fugacity
96.74537159517719,100.95342700871981,8.829820076592163e-08,30.38262745833453,6.75260682830466,0.013296911116059016,140.96606604194127,9745.730654411265,0.0,3.2778001435704365,37.74624853515307,100
101.43923597808646,105.98782287297215,8.83513540734041e-08,30.197135936299624,6.712415757539295,0.014564869780750363,144.61745815463684,9987.904771325686,0.0,3.266257881370304,37.480747118341675,105
106.1192729162063,111.02086252762133,8.840453440833608e-08,30.023295778733857,6.674815008875153,0.01588704610112548,148.1870021260819,10224.484451776732,0.0,3.2558892848250784,37.241008325661845,110
110.78549595223721,116.05253589505726,8.845773393382258e-08,29.85995765604272,6.639549693893991,0.0172632206003724,151.68013353691003,10455.849261520958,0.0,3.2465778723399144,37.02434382945608,115
115.4379213282328,121.08283309937039,8.85109457691175e-08,29.706112271355767,6.606395955150597,0.018693179238769397,155.10170833790485,10682.33785114217,0.0,3.238221318238349,36.828410951200574,120
120.07656769459835,126.11174445138406,8.856416385546157e-08,29.56087060075827,6.575156588461183,0.020176712271648488,158.456086059326,10904.253871819676,0.0,3.2307294607564,36.651160910410745,125
124.7014558612052,131.13926043623732,8.861738284283291e-08,29.423447220449944,6.545657348987544,0.02171361337366547,161.7471982455776,11121.870835071837,0.0,3.2240226201906754,36.49079573177873,130
129.3126085830965,136.16537170300768,8.867059799413306e-08,29.293146204729656,6.517743826810249,0.02330367896221513,164.9786052028095,11335.436138097455,0.0,3.218030175553746,36.34573223626753,135
133.9100503747363,141.19006905597575,8.872380510392438e-08,29.169349171037307,6.491278798134254,0.02494670767284466,168.15354341192585,11545.174423387463,0.0,3.212689357316242,36.21457185291592,140
138.4938073479606,146.21334344721276,8.877700042932994e-08,29.051505119081778,6.466139973945594,0.026642499950854902,171.27496541923128,11751.29040240828,0.0,3.2079442208439226,36.096075223758156,145
143.06390706974534,151.2351859702412,8.883018063111469e-08,28.939121771022627,6.442218081210557,0.02839085773164873,174.34557361505185,11953.971244270562,0.0,3.2037447711089153,35.9891407660354,150
147.6203784366314,156.25558785457298,8.888334272330594e-08,28.831758170906102,6.419415223056439,0.030191584189765905,177.3678490082741,12153.388608583115,0.0,3.200046214384682,35.89278651376324,155
152.16325156323785,161.27454046095903,8.893648402999179e-08,28.729018342569855,6.397643473455736,0.032044483541175596,180.3440758748078,12349.700385195327,0.0,3.196808316733888,35.806134684895724,160
156.6925576827669,166.29203527723297,8.898960214817431e-08,28.630545839313857,6.376823669485188,0.03394936088695246,183.2763629814273,12543.052190878336,0.0,3.1939948525126094,35.72839852104015,165
161.20832905777314,171.30806391463588,8.904269491573101e-08,28.536019046962686,6.356884370505052,0.03590602208940752,186.16666194965018,12733.578663197894,0.0,3.1915731289574545,35.658871028579725,170
165.71059889975817,176.32261810454742,8.909576038371198e-08,28.445147125025038,6.337760958717549,0.03791427367375856,189.01678321741014,12921.404584184498,0.0,3.1895135752393395,35.59691531576476,175
170.19940129642157,181.335689695556,8.914879679231397e-08,28.357666489581298,6.319394859753727,0.03997392274979111,191.8284099720925,13106.645860386741,0.0,3.1877893862664526,35.54195627338617,180
174.67477114554583,186.34727065080168,8.920180254998781e-08,28.273337757707708,6.30173286552371,0.042084776949711016,194.6031103616772,13289.41038112121,0.0,3.186376213151816,35.49347339109356,185
179.13674409472102,191.35735304556866,8.925477621522433e-08,28.191943085478,6.284726544273365,0.04424664437828654,197.34234823737137,13469.798772922944,0.0,3.1852518934819223,35.45099453502563,190
183.58535648615967,196.36592906506726,8.930771648062969e-08,28.113283843429006,6.26833172541572,0.046459333573554674,200.04749263814014,13647.905065136458,0.0,3.1843962157288948,35.41409054389239,195
188.02064530602826,201.37299100239113,8.936062215897233e-08,28.03717858122907,6.252508048444355,0.04872265347544629,202.71982619282213,13823.81727911183,0.0,3.183790712926725,35.38237052188064,200
192.44264813780916,206.37853125662198,8.941349217091687e-08,27.963461241157354,6.2372185669791875,0.05103641340061649,205.36055258721888,13997.617951455097,0.0,3.1834184815302327,35.35547772732394,205
196.85140311916868,211.38254233104976,8.946632553423141e-08,27.891979586801693,6.222429400503009,0.05340042302325645,207.9708032203524,14169.384600133935,0.0,3.183264022069962,35.333085973633,210
201.24694890210543,216.38501683151466,8.951912135424379e-08,27.822593817039785,6.2081094271541515,0.05581449235933905,210.55164315512133,14339.190140885079,0.0,3.1833130985645886,35.31489646879174,215
205.62932461586314,221.38594746482434,8.957187881541265e-08,27.755175341457026,6.194230012293925,0.058278431755013266,213.10407645267478,14507.103260248517,0.0,3.183552614291333,35.300635034919644,220
209.99856983249515,226.38532703726736,8.962459717384022e-08,27.689605695197375,6.180764767971117,0.060792051876753996,215.62905096689653,14673.188750625335,0.0,3.183970501675752,35.29004965442883,225
214.35472453474458,231.38314845318553,8.967727575061987e-08,27.62577557723019,6.1676893397381924,0.0633551637070398,218.12746266436966,14837.50781197899,0.0,3.1845556247096836,35.28290830391461,230
218.69782908602244,236.37940471361662,8.972991392591514e-08,27.56358399158336,6.15498121627987,0.06596757853426495,220.60015952594196,15000.118324148976,0.0,3.185297691755037,35.2789970267896,235
223.02792420233956,241.37408891498475,8.978251113366829e-08,27.502937486634305,6.142619560780298,0.06862910795506551,223.04794507860458,15161.075093203646,0.0,3.1861871783596825,35.2781182327122,240
227.34505092600725,246.36719424784525,8.983506685686833e-08,27.44374947157421,6.13058505938531,0.07133956386776208,225.47158159946656,15320.430074790489,0.0,3.187215257832067,35.280089174215895,245
