H2_g,H2O_g,O2_g,OSi_g,H4Si_g,O2Si_l,degree_of_condensation_Si,total_pressure,log_fO2_dIW,melt_fraction_H,fugacity_coefficient_H2,fugacity_coefficient_H2O
23507.457443149615,146549.2312352037,0.0799013074257086,0.29274850225452276,0.0020270776524867183,1.0,0.9999992528565042,170057.06335524065,-1.591836734693878,0.0,1.0000000000000009,1.0000000000000009
18549.07802633945,157128.09070832795,0.14752347172872038,0.21544730333546327,0.0006835912361775174,1.0,0.9999994697169197,175677.5323890337,-1.4285714285714288,0.0,0.9999999999999992,0.9999999999999992
14827.392163470719,164817.97299741878,0.2540257268719593,0.16418473386747554,0.00025366748322690923,1.0,0.9999996054577889,179645.7836250177,-1.2653061224489797,0.0,1.0000000000000018,1.0000000000000018
11955.066471659033,170627.35853994588,0.4187853285371033,0.12787212884297278,0.00010002889846963125,1.0,0.9999996978916231,182582.9717690912,-1.1020408163265314,0.0,0.9999999999999997,0.9999999999999997
9698.125357863306,175123.3872975228,0.6703642174031403,0.10106859127962539,4.112233028251194e-05,1.0,0.9999997641984769,184822.28412931715,-0.9387755102040822,0.0,1.000000000000002,1.000000000000002
7902.639558235895,178660.37370238098,1.050776234281426,0.0807265707032245,1.7419956289844777e-05,1.0,0.999999813451868,186564.1447808418,-0.7755102040816331,0.0,1.0000000000000024,1.0000000000000024
6461.442528695891,181475.552773311,1.621718226921033,0.06498063122068956,7.545647764869869e-06,1.0,0.999999850951256,187938.6820084107,-0.6122448979591839,0.0,1.0000000000000024,1.0000000000000024
5296.898544156722,183735.6812786879,2.473670287357076,0.05261392706517772,3.3244090132303547e-06,1.0,0.9999998800230704,189035.10611038344,-0.44897959183673475,0.0,0.9999999999999997,0.9999999999999997
4351.109121418055,185562.2253118309,3.739188054535911,0.04279400872532882,1.4840057954606073e-06,1.0,0.9999999028710221,189917.11641679626,-0.2857142857142865,0.0,1.0000000000000009,1.0000000000000009
3579.9441951458225,187046.08249720983,5.612325274075359,0.034930130480534644,6.693027887350304e-07,1.0,0.9999999210171902,190631.6739484295,-0.12244897959183731,0.0,1.000000000000002,1.000000000000002
2949.2013944721443,188256.72828662948,8.3770337696153,0.02859081211834294,3.043207386613444e-07,1.0,0.9999999355480585,191214.33530598768,0.040816326530611846,0.0,1.000000000000003,1.000000000000003
2432.0255151612455,189248.18727690302,12.448737702905659,0.023453570433235447,1.3925919871038874e-07,1.0,0.9999999472599534,191692.68498347688,0.204081632653061,0.0,1.000000000000001,1.000000000000001
2007.112467609527,190063.10134071557,18.435304676725462,0.019272873237542655,6.404807071070508e-08,1.0,0.9999999567492011,192088.66838593912,0.3673469387755093,0.0,1.0000000000000038,1.0000000000000038
1657.4227200332487,190735.6113820463,27.226706484426593,0.015858936857020136,2.9572253518552627e-08,1.0,0.9999999644702802,192420.2766675304,0.5306122448979584,0.0,1.0000000000000016,1.0000000000000016
1369.2372634058986,191293.47720686713,40.12739963286633,0.013063246324825813,1.3693969521313836e-08,1.0,0.9999999707746217,192702.85493316592,0.6938775510204076,0.0,1.0000000000000018,1.0000000000000018
1131.4507765799992,191759.71584736626,59.05294200745598,0.01076839196284007,6.353934669771027e-09,1.0,0.9999999759372633,192950.230334352,0.8571428571428568,0.0,1.0000000000000036,1.0000000000000036
935.0334527800891,192153.93919243227,86.82452175964508,0.008880765955604738,2.9513781142308277e-09,1.0,0.9999999801756323,193175.80604774092,1.020408163265306,0.0,1.0000000000000009,1.0000000000000009
772.615223812082,192493.54345239166,127.61564660432317,0.007325202957031825,1.3709939925904348e-09,1.0,0.9999999836630803,193393.7816480124,1.1836734693877542,0.0,1.0000000000000027,1.0000000000000027
638.1604743828249,192794.88849738814,187.64169216770588,0.006040973829593696,6.36126396630719e-10,1.0,0.9999999865388375,193620.69670491313,1.3469387755102034,0.0,0.9999999999999997,0.9999999999999997
526.7105280037706,193074.63375609595,276.25144263872266,0.0049787388564362005,2.9434210957887473e-10,1.0,0.9999999889154708,193877.6007054776,1.5102040816326525,0.0,1.000000000000001,1.000000000000001
434.17718661580375,193351.47959593832,407.7172750474032,0.004098189801406102,1.3551514739354789e-10,1.0,0.9999999908845797,194193.37815579146,1.6734693877551017,0.0,1.0000000000000022,1.0000000000000022
357.174263465011,193648.76160792727,604.3203876001178,0.0033661851649299025,6.18736909942878e-11,1.0,0.9999999925212462,194610.25962517763,1.8367346938775508,0.0,1.0000000000000002,1.0000000000000002
292.87557473625657,193998.83151433102,902.0488023030405,0.0027552220636769538,2.7870786722372413e-11,1.0,0.9999999938876446,195193.75864659238,2.0,0.0,1.0000000000000038,1.0000000000000038
