#p(bar)         	T(K)            	n_<tot>(cm-3)   	n_g(cm-3)       	m(u)            	e-              	C               	H               	He              	N               	O               	Si              	C1H1            	C1H1N1          	C1H1N1O1        	C1H1O1          	C1H2            	C1H2O1          	C1H3            	C1H4            	C1H4O2          	C1N1            	C1N1O1          	C1N2_cnn        	C1N2_ncn        	C1O1            	C1O2            	C1Si1           	C1Si2           	C2              	C2H2O2          	C2H2O4          	C2H4O1          	C2H4O3          	C2H6O2          	C2N1            	C2N1O1          	C2Si1           	C2Si2           	C2O1            	C3              	C3N2O1          	C4              	C4H6O4          	C5              	H1N1            	H1N1O1          	H1N1O2_cis      	H1N1O2_trans    	H1N1O3          	H1O1            	H1O2            	H1Si1           	H2              	H2N1            	H2N2            	H2O1            	H2O2            	H2Si1           	H3N1            	H3Si1           	H4N2            	H4Si1           	N1O1            	N1O2            	N1O3            	N1Si1           	N1Si2           	N2              	N2O1            	N2O3            	N2O4            	N2O5            	N3              	O1Si1           	O2              	O2Si1           	O3              	Si2             	Si3             	C1+             	C1-             	C1H1+           	C1H1-           	C1H1O1+         	C1N1+           	C1N1-           	C1O2-           	C2-             	H1+             	H1-             	H1O1+           	H1O1-           	H1Si1+          	H2+             	H2-             	H3O1+           	He1+            	N1+             	N1-             	N1O1+           	N1O2-           	N2+             	N2-             	N2O1+           	O1+             	O1-             	O2+             	O2-             	Si1+            	Si1-            
2.0489688444e-04	9.2000000000e+02	3.0218670754e+15	1.6131109705e+15	3.2114741412e+00	1.2094294267e-26	1.3126672561e-29	1.4116944659e-08	1.4181620281e-01	8.1951937723e-24	3.9444990975e-24	8.6383260197e-25	8.6784367517e-27	6.4703544351e-08	3.8889927508e-14	5.2469552659e-15	6.9761776775e-20	8.5868219170e-12	1.1066823417e-11	3.3565312682e-05	8.5631670071e-40	1.6238643781e-19	8.3683229071e-24	1.5957373800e-34	1.9744093126e-28	3.1759480112e-02	7.3678993465e-07	7.2782194057e-38	3.6704645743e-37	1.5706021689e-34	3.4421768277e-25	3.4163926352e-36	2.1848010374e-25	5.6146557981e-34	3.7323895795e-50	4.7397639587e-25	1.5812615363e-24	3.7937584176e-31	1.1347502538e-43	4.0023260898e-23	3.5083194863e-32	2.6025639526e-33	2.6136959332e-41	3.3847866088e-68	2.4409426813e-41	2.4859080829e-21	3.3868526901e-26	3.5168686609e-36	4.6850040116e-36	1.5916489070e-53	1.8367075136e-16	1.2150800867e-33	1.7444634303e-24	8.2301378905e-01	1.4531443455e-16	7.9172486712e-25	9.1142820372e-06	6.1963567185e-31	4.1712126104e-24	9.2839051761e-09	2.3273468762e-21	7.4919089982e-28	5.0611204294e-21	9.8652259501e-21	1.5206449582e-37	1.6743510866e-60	5.1667997173e-26	2.5472962416e-36	3.3670471415e-03	6.8826178785e-28	2.7422565230e-66	9.0436056138e-84	5.0476004249e-103	6.2156848800e-33	7.0661608000e-13	2.5565192558e-29	9.0200179930e-22	3.6090764023e-57	1.3051864816e-40	3.1551126968e-52	1.2175453673e-60	7.3282141916e-54	8.0511714514e-55	4.0872056546e-49	1.0824476385e-29	2.2009315438e-65	8.4829294588e-30	5.7826231713e-34	1.1124206081e-43	1.5527210683e-52	1.3849839997e-35	6.7455386038e-58	6.9494406761e-38	1.1309102818e-37	7.4525157006e-54	1.2238165212e-44	1.2091953312e-26	3.9288075291e-105	2.6490807941e-72	1.0527819678e-54	2.5947646251e-41	1.7130343978e-55	2.1392134960e-57	3.8558842753e-42	6.0190859767e-67	3.3733651495e-68	3.9492940750e-47	1.4369633432e-64	1.7823972292e-57	8.3172104115e-39	2.6901178000e-48
3.2782387097e-04	9.2000000000e+02	4.8349488962e+15	2.5808898173e+15	3.2117286686e+00	1.3597100338e-26	8.2044492455e-30	1.1160449602e-08	1.4181989667e-01	6.4790613678e-24	3.9438134127e-24	2.1099148818e-25	6.8609219862e-27	6.4703404977e-08	6.2210818616e-14	6.6355672955e-15	6.9759716890e-20	1.3735654250e-11	1.3997689459e-11	5.3699503351e-05	3.5056892911e-39	1.2838155205e-19	1.0583297748e-23	1.5957776247e-34	1.9744591075e-28	3.1753959261e-02	1.1784140204e-06	1.7777082507e-38	3.5034582410e-38	9.8165972526e-35	8.8080503576e-25	2.2370403894e-35	5.5914079959e-25	3.6769850425e-33	2.4446594658e-49	3.7472233617e-25	1.9997987461e-24	9.2662714107e-32	1.0831190569e-44	4.0016303528e-23	2.1927742182e-32	4.1633419361e-33	1.6336154900e-41	5.6731221369e-67	1.5256410371e-41	2.4859027282e-21	5.4178264627e-26	8.9994226853e-36	1.1988599930e-35	6.5153161442e-53	2.3227940188e-16	2.4581326650e-33	5.3894371542e-25	8.2298948757e-01	1.8380360226e-16	1.2667112692e-24	1.4579390141e-05	1.5855612521e-30	1.6300092425e-24	1.4853272752e-08	1.1503633978e-21	1.9177334235e-27	3.1642209907e-21	1.2476409520e-20	3.0763810615e-37	5.4186181718e-60	1.5963020002e-26	3.0754838405e-37	3.3671320588e-03	1.1010177719e-27	1.1225564384e-65	5.9220414073e-83	5.2874285434e-102	7.8624523709e-33	2.7608866628e-13	4.0888698295e-29	5.6377028889e-22	9.2337903676e-57	1.2458004272e-41	1.1768777409e-53	4.2306679715e-61	8.2387993434e-54	3.5385803624e-55	5.8121720206e-49	7.6103845705e-30	9.6736063587e-66	1.2063399565e-29	1.6636045493e-33	1.2506471476e-43	6.8243836487e-53	1.9695033556e-35	4.7425982636e-58	1.5808531862e-37	1.9424001564e-38	4.1430396091e-54	2.2012758981e-44	1.3601555037e-26	2.1842436143e-105	1.1643326612e-72	1.4971395901e-54	1.8243558881e-41	6.2337499393e-55	1.1893073206e-57	6.9359496930e-42	5.3530367772e-67	1.8750673084e-68	7.1025608449e-47	1.2777000613e-64	5.1277837953e-57	1.1293850709e-39	1.1818915652e-48
5.2451745122e-04	9.2000000000e+02	7.7362295994e+15	4.1294178634e+15	3.2121359008e+00	1.5286350282e-26	5.1277880356e-30	8.8229079393e-09	1.4182580555e-01	5.1222546980e-24	3.9427169456e-24	5.1540467288e-26	5.4239107940e-27	6.4703181655e-08	9.9509151935e-14	8.3908647880e-15	6.9756421231e-20	2.1969867631e-11	1.7704565039e-11	8.5910965805e-05	1.4349903147e-38	1.0149664756e-19	1.3383469034e-23	1.5958420015e-34	1.9745387611e-28	3.1745130960e-02	1.8844115113e-06	4.3425407694e-39	3.3449000588e-39	6.1353819661e-35	2.2534944181e-24	1.4643595997e-34	1.4308632295e-24	2.4074984650e-32	1.6010053004e-48	2.9625020322e-25	2.5289135040e-24	2.2635413525e-32	1.0340996661e-45	4.0005178114e-23	1.3704858260e-32	6.6597543284e-33	1.0210111262e-41	9.5059110741e-66	9.5352699769e-42	2.4858941481e-21	8.6660701245e-26	2.3025568775e-35	3.0673560055e-35	2.6664277371e-52	2.9372395266e-16	4.9720168369e-33	1.6652377728e-25	8.2295060708e-01	2.3248875122e-16	2.0267211719e-24	2.3319404064e-05	4.0565769791e-30	6.3704825951e-25	2.3763998009e-08	5.6867841791e-22	4.9091178466e-27	1.9785540734e-21	1.5777467896e-20	6.2228082768e-37	1.7532080192e-59	4.9324980041e-27	3.7142240198e-38	3.3672678955e-03	1.7612072188e-27	4.5943230400e-65	3.8768892141e-82	5.5367519859e-101	9.9458977825e-33	1.0787743283e-13	6.5385452323e-29	3.5235692923e-22	2.3618725894e-56	1.1894184648e-42	4.3915753027e-55	1.4699843189e-61	9.2623551741e-54	1.5551856754e-55	8.2650481738e-49	5.3500568313e-30	4.2516804310e-66	1.7155195100e-29	4.7852520680e-33	1.4060226006e-43	2.9992772826e-53	2.8006810630e-35	3.3340194577e-58	3.5958128202e-37	3.3365272265e-39	2.3031471949e-54	3.9594132616e-44	1.5298160234e-26	1.2143455798e-105	5.1173990414e-73	2.1290616813e-54	1.2825679221e-41	2.2681540153e-54	6.6120288422e-58	1.2476717079e-41	4.7603565459e-67	1.0421235952e-68	1.2772357775e-46	1.1358732984e-64	1.4749742071e-56	1.5337288478e-40	5.1932343660e-49
8.3927047643e-04	9.2000000000e+02	1.2379419949e+16	6.6074036041e+15	3.2127874845e+00	1.7184031519e-26	3.2047050222e-30	6.9746807240e-09	1.4183525722e-01	4.0495258807e-24	3.9409641230e-24	1.2592401922e-26	4.2877072190e-27	6.4702823714e-08	1.5915104990e-13	1.0608847159e-14	6.9751148632e-20	3.5135286406e-11	2.2392728876e-11	1.3744373535e-04	5.8725008609e-38	8.0240699715e-20	1.6922346890e-23	1.5959449759e-34	1.9746661714e-28	3.1731017955e-02	3.0125309389e-06	1.0609725058e-39	3.1948141579e-40	3.8344192980e-35	5.7639662596e-24	9.5809914567e-34	3.6611991849e-24	1.5757561967e-31	1.0482770188e-47	2.3420796814e-25	3.1976127760e-24	5.5302995835e-33	9.8769954135e-47	3.9987392921e-23	8.5651021043e-33	1.0652097108e-32	6.3809959796e-42	1.5921163911e-64	5.9592415621e-42	2.4858803960e-21	1.3860173984e-25	5.8898703545e-35	7.8462032276e-35	1.0908726976e-51	3.7136488306e-16	1.0054094107e-32	5.1462522123e-26	8.2288840365e-01	2.9407230807e-16	3.2428824245e-24	3.7293531047e-05	1.0375873421e-29	2.4902430386e-25	3.8021240366e-08	2.8118408481e-22	1.2567527157e-26	1.2374466980e-21	1.9949370684e-20	1.2584246052e-36	5.6705229760e-59	1.5244463915e-27	4.4876146966e-39	3.3674851741e-03	2.8170033604e-27	1.8797331810e-64	2.5369210706e-81	5.7946541479e-100	1.2582212839e-32	4.2154089542e-14	1.0452902505e-28	2.2021191455e-22	6.0389456196e-56	1.1360491746e-43	1.6397778557e-56	5.1074890113e-62	1.0412204373e-53	6.8348907066e-56	1.1752255665e-48	3.7605953776e-30	1.8687033598e-66	2.4395062113e-29	1.3760171417e-32	1.5805693471e-43	1.3181533723e-53	3.9823506403e-35	2.3435074723e-58	8.1775235498e-37	5.7325285860e-40	1.2803408725e-54	7.1213324853e-44	1.7204679787e-26	6.7516198402e-106	2.2492049761e-73	3.0275722109e-54	9.0158984510e-42	8.2504299072e-54	3.6762031662e-58	2.2443552828e-41	4.2330474150e-67	5.7911238588e-69	2.2963665621e-46	1.0095373716e-64	4.2413435359e-56	2.0832699730e-41	2.2822404835e-49
1.3430128353e-03	9.2000000000e+02	1.9811839411e+16	1.0573263444e+16	3.2138301097e+00	1.9314176669e-26	2.0026720818e-30	5.5132661905e-09	1.4185037443e-01	3.2013818477e-24	3.9381633617e-24	3.0774530247e-27	3.3892979738e-27	6.4702249551e-08	2.5449257596e-13	1.3409799541e-14	6.9742713450e-20	5.6177245137e-11	2.8321571341e-11	2.1988627389e-04	2.4023439501e-37	6.3434863013e-20	2.1392589427e-23	1.5961096732e-34	1.9748699518e-28	3.1708467380e-02	4.8138463659e-06	2.5929072686e-40	3.0534409711e-41	2.3961907336e-35	1.4736957586e-23	6.2637697301e-33	9.3662552911e-24	1.0307909211e-30	6.8614176656e-47	1.8515479586e-25	4.0423008528e-24	1.3515481229e-33	9.4399301419e-48	3.9958974711e-23	5.3524710522e-33	1.7035284709e-32	3.9875877543e-42	2.6647196965e-63	3.7240265867e-42	2.4858583367e-21	2.2163293190e-25	1.5060549181e-34	2.0062942388e-34	4.4604493197e-51	4.6941279892e-16	2.0322002603e-32	1.5908776081e-26	8.2278888969e-01	3.7197446109e-16	5.1892155708e-24	5.9628027832e-05	2.6528400695e-29	9.7375630800e-26	6.0834244753e-08	1.3907918337e-22	3.2177035959e-26	7.7421350795e-22	2.5219238156e-20	2.5438964398e-36	1.8330098739e-58	4.7130986344e-28	5.4258902688e-40	3.3678326897e-03	4.5050710467e-27	7.6868678363e-64	1.6589359766e-80	6.0592609168e-99	1.5918911183e-32	1.6473733377e-14	1.6703120320e-28	1.3761399264e-22	1.5430901257e-55	1.0857780526e-44	6.1290056026e-58	1.7745975073e-62	1.1702908863e-53	3.0039095219e-56	1.6708413580e-48	2.6429037346e-30	8.2138035047e-67	3.4686827760e-29	3.9547033370e-32	1.7764978826e-43	5.7932359659e-54	5.6617864192e-35	1.6469904440e-58	1.8591107112e-36	9.8528659704e-41	7.1177663865e-55	1.2806725347e-43	1.9346260199e-26	3.7542648753e-106	9.8862816395e-74	4.3048415013e-54	6.3369811873e-42	2.9997023392e-53	2.0441603685e-58	4.0370653465e-41	3.7638998225e-67	3.2175458432e-69	4.1272598910e-46	8.9692009429e-65	1.2189714013e-55	2.8307339483e-42	1.0031678765e-49
2.1493954060e-03	9.2000000000e+02	3.1712827200e+16	1.6921747340e+16	3.2154986349e+00	2.1702535367e-26	1.2513352840e-30	4.3576150860e-09	1.4187454952e-01	2.5307848741e-24	3.9336914976e-24	7.5243646442e-28	2.6788577716e-27	6.4701327255e-08	4.0682876250e-13	1.6943569667e-14	6.9729219149e-20	8.9788170456e-11	3.5818662439e-11	3.5177599177e-04	9.8217462147e-37	5.0147092550e-20	2.7034841693e-23	1.5963730474e-34	1.9751958253e-28	3.1672461775e-02	7.6867280779e-06	6.3396515303e-41	2.9213425542e-42	1.4972186607e-35	3.7653837195e-23	4.0899936710e-32	2.3953930755e-23	6.7370043683e-30	4.4886887542e-46	1.4637021731e-25	5.1084495405e-24	3.3045316467e-34	9.0315384819e-49	3.9913600489e-23	3.3443996873e-33	2.7237282548e-32	2.4915757803e-42	4.4549477370e-62	2.3268941075e-42	2.4858229022e-21	3.5429973183e-25	3.8487532028e-34	5.1271247046e-34	1.8222190667e-50	5.9311315111e-16	4.1047985880e-32	4.9202959750e-27	8.2262969082e-01	4.7052531040e-16	8.3047293658e-24	9.5303561323e-05	6.7781702903e-29	3.8096124758e-26	9.7340605778e-08	6.8828563486e-23	8.2398996399e-26	4.8466691594e-22	3.1870761297e-20	5.1392840847e-36	5.9198502987e-58	1.4579372604e-28	6.5677689756e-41	3.3683884162e-03	7.2030432772e-27	3.1408647768e-63	1.0836079268e-79	6.3271032901e-98	2.0143685015e-32	6.4389218949e-15	2.6671466887e-28	8.5985741814e-23	3.9389757505e-55	1.0388049612e-45	2.2945500189e-59	6.1658547266e-63	1.3150070948e-53	1.3202504549e-56	2.3749012004e-48	1.8569215039e-30	3.6107019059e-67	4.9312016442e-29	1.1356215589e-31	1.9961766316e-43	2.5461893454e-54	8.0475523899e-35	1.1571862918e-58	4.2243345574e-36	1.6945196447e-41	3.9572115265e-55	2.3026317218e-43	2.1750104109e-26	2.0879903794e-106	4.3459057595e-74	6.1199143479e-54	4.4532027286e-42	1.0898125006e-52	1.1368841065e-58	7.2611910274e-41	3.3464320403e-67	1.7871495126e-69	7.4137649473e-46	7.9640251017e-65	3.5003642120e-55	3.8486376929e-43	4.4108515784e-50
3.4406869063e-03	9.2000000000e+02	5.0778760691e+16	2.7087819367e+16	3.2181692450e+00	2.4375777879e-26	7.8170853206e-31	3.4436357814e-09	1.4191320009e-01	2.0005438653e-24	3.9265599796e-24	1.8410239626e-28	2.1169860792e-27	6.4699842342e-08	6.5004355919e-13	2.1395085966e-14	6.9707632382e-20	1.4342518868e-10	4.5297275250e-11	5.6276372447e-04	4.0117158247e-36	3.9640452805e-20	3.4147385413e-23	1.5967941093e-34	1.9757168061e-28	3.1615041732e-02	1.2260106249e-05	1.5511542746e-41	2.7995648869e-43	9.3531175567e-36	9.6107288641e-23	2.6653317641e-31	6.1231861994e-23	4.3969250185e-29	2.9339676072e-45	1.1570325210e-25	6.4524215567e-24	8.0853629966e-35	8.6550541538e-50	3.9841239817e-23	2.0892448280e-33	4.3533049265e-32	1.5564861557e-42	7.4346407893e-61	1.4536095963e-42	2.4857658518e-21	5.6611105194e-25	9.8263369084e-34	1.3090175458e-33	7.4338355727e-50	7.4893939735e-16	8.2821244596e-32	1.5229232594e-27	8.2237502117e-01	5.9520998337e-16	1.3293348429e-23	1.5223532449e-04	1.7300536070e-28	1.4916425942e-26	1.5576807258e-07	3.4091794810e-23	2.1106936070e-25	3.0368386626e-22	4.0255577664e-20	1.0372346766e-35	1.9090878088e-57	4.5138812471e-29	7.9642999403e-42	3.3692768676e-03	1.1512544884e-26	1.2816991781e-62	7.0656125238e-79	6.5920932994e-97	2.5496181592e-32	2.5173496495e-15	4.2540208855e-28	5.3715250318e-23	1.0038684385e-54	9.9550184197e-47	8.6123967380e-61	2.1423360707e-63	1.4769850761e-53	5.8029365527e-57	3.3743547809e-48	1.3041448152e-30	1.5874777025e-67	7.0084577530e-29	3.2565908192e-31	2.2420586976e-43	1.1191342649e-54	1.1434284878e-34	8.1270990694e-59	9.5905668903e-36	2.9171351479e-42	2.2002799747e-55	4.1387277908e-43	2.4444884095e-26	1.1616356757e-106	1.9107167166e-74	8.6979126497e-54	3.1284501738e-42	3.9546043289e-52	6.3249031630e-59	1.3058679016e-40	2.9748184917e-67	9.9219258302e-70	1.3305389758e-45	7.0649401412e-65	1.0037898512e-54	5.2374487534e-44	1.9403894342e-50
5.5096278411e-03	9.2000000000e+02	8.1348246573e+16	4.3376165225e+16	3.2224449039e+00	2.7359839116e-26	4.8816624070e-31	2.7206399149e-09	1.4197496906e-01	1.5812517116e-24	3.9152085922e-24	4.5096493389e-29	1.6725220644e-27	6.4697442904e-08	1.0378775840e-12	2.6989054389e-14	6.9673102405e-20	2.2889169014e-10	5.7278001873e-11	9.0027012618e-04	1.6361249357e-35	3.1332246663e-20	4.3095325528e-23	1.5974669873e-34	1.9765493594e-28	3.1523645042e-02	1.9518960366e-05	3.7996039113e-42	2.6898887077e-44	5.8408934395e-36	2.4489544103e-22	1.7314709454e-30	1.5640260743e-22	2.8632227801e-28	1.9151533017e-44	9.1453113623e-26	8.1432063999e-24	1.9805365184e-35	8.3159824378e-51	3.9726061811e-23	1.3047046971e-33	6.9537942650e-32	9.7200422432e-43	1.2372224079e-59	9.0775922608e-43	2.4856736655e-21	9.0386861397e-25	2.5050425213e-33	3.3370976835e-33	3.0259112192e-49	9.4475741584e-16	1.6681502478e-31	4.7194600605e-28	8.2196765415e-01	7.5298281392e-16	2.1285275959e-23	2.4295175095e-04	4.4084298607e-28	5.8480359695e-27	2.4930114122e-07	1.6909317867e-23	5.4091872858e-25	1.9055875453e-22	5.0804101186e-20	2.0901117940e-35	6.1424010874e-57	1.3994697044e-29	9.6854860814e-43	3.3706966575e-03	1.8389676336e-26	5.2194941259e-62	4.5942212214e-78	6.8439245152e-96	3.2284060593e-32	9.8457012235e-16	6.7727035455e-28	3.3544435989e-23	2.5518728284e-54	9.5650191062e-48	3.2458484875e-62	7.4435194068e-64	1.6577962870e-53	2.5507594863e-57	4.7915581322e-48	9.1530805960e-31	6.9811729752e-68	9.9565196507e-29	9.3187531549e-31	2.5165295467e-43	4.9193064867e-55	1.6236597586e-34	5.7039672226e-59	2.1744532589e-35	5.0296606025e-43	1.2235750084e-55	7.4350491809e-43	2.7459421065e-26	6.4658669761e-107	8.4026653630e-75	1.2356632696e-53	2.1966951257e-42	1.4322792198e-51	3.5205027304e-59	2.3480880723e-40	2.6438149638e-67	5.5043555637e-70	2.3845280500e-45	6.2580462661e-65	2.8723503696e-54	7.1379081194e-45	8.5428818206e-51
8.8274759515e-03	9.2000000000e+02	1.3042599092e+17	6.9496900052e+16	3.2292930743e+00	3.0676715362e-26	3.0468667665e-31	2.1485315273e-09	1.4207362217e-01	1.2496543063e-24	3.8971948612e-24	1.1066378125e-29	1.3208166086e-27	6.4693543779e-08	1.6551274919e-12	3.3991460775e-14	6.9617874349e-20	3.6475153667e-10	7.2414979642e-11	1.4401188559e-03	6.6567914415e-35	2.4761697763e-20	5.4316345450e-23	1.5985415661e-34	1.9778789381e-28	3.1378605909e-02	3.0985991186e-05	9.3239740936e-43	2.5952192535e-45	3.6455663304e-36	6.2238526086e-22	1.1192234388e-29	3.9900742862e-22	1.8578691459e-27	1.2474464707e-43	7.2274879723e-26	1.0263507851e-23	4.8601042688e-36	8.0233050804e-52	3.9543283659e-23	8.1432533640e-34	1.1097505622e-31	6.0667189187e-43	2.0496945273e-58	5.6657367661e-43	2.4855238612e-21	1.4414202745e-24	6.3710632553e-33	8.4872253663e-33	1.2273388772e-48	1.1898780958e-15	3.3506481037e-31	1.4653453526e-28	8.2131610178e-01	9.5267294882e-16	3.4098966383e-23	3.8715701931e-04	1.1203727425e-27	2.2974319444e-27	3.9908736672e-07	8.4051148564e-24	1.3872790772e-24	1.1984817191e-22	6.4032306903e-20	4.2012776791e-35	1.9690717306e-56	4.3483990631e-30	1.1832167912e-43	3.3729640466e-03	2.9347939952e-26	2.1186291272e-61	2.9740613551e-77	7.0656923833e-95	4.0905655395e-32	3.8531940356e-16	1.0751542522e-27	2.0936602881e-23	6.4606949113e-54	9.2283824507e-49	1.2312464661e-63	2.5861544041e-64	1.8587735333e-53	1.1213226121e-57	6.7976221896e-48	6.4171154201e-31	3.0711970671e-68	1.4135332630e-28	2.6575173868e-30	2.8216123741e-43	2.1625439908e-55	2.3034314307e-34	3.9989832533e-59	4.9197363885e-35	8.6931417325e-44	6.8057597106e-56	1.3345936407e-42	3.0820084774e-26	3.6017937473e-107	3.6965480314e-75	1.7542787989e-53	1.5412055582e-42	5.1718885526e-51	1.9610430654e-59	4.2210064904e-40	2.3486862030e-67	3.0499596958e-70	4.2639219616e-45	5.5301623916e-65	8.1913544884e-54	9.7504372001e-46	3.7659688771e-51
1.4155658951e-02	9.2000000000e+02	2.0938163587e+17	1.1144458741e+17	3.2402684792e+00	3.4338522793e-26	1.9000276286e-31	1.6955839862e-09	1.4223102805e-01	9.8736076081e-25	3.8687447635e-24	2.7232590021e-30	1.0423656632e-27	6.4687153107e-08	2.6345112291e-12	4.2703051385e-14	6.9529556183e-20	5.7990564135e-10	9.1526790680e-11	2.3035056472e-03	2.6982296174e-34	1.9564393623e-20	6.8316879401e-23	1.6002558678e-34	1.9800000473e-28	3.1149537454e-02	4.8966025595e-05	2.2944811843e-43	2.5201969816e-46	2.2733769740e-36	1.5751829693e-21	7.1781332300e-29	1.0159759577e-21	1.1987830170e-26	8.0980064650e-43	5.7104896825e-26	1.2909020706e-23	1.1959940779e-36	7.7913683859e-53	3.9254611852e-23	5.0781368417e-34	1.7684890434e-31	3.7832089304e-43	3.3718508195e-57	3.5331562609e-43	2.4852783318e-21	2.2943476666e-24	1.6143289070e-32	2.1505316617e-32	4.9505802240e-48	1.4948291220e-15	6.7008424118e-31	4.5634632430e-29	8.2027416919e-01	1.2055134308e-15	5.4669985116e-23	6.1552733029e-04	2.8355299751e-27	9.0545807032e-28	6.3909780057e-07	4.1921852353e-24	3.5621632870e-24	7.5648330618e-23	8.0537218625e-20	8.4118277347e-35	6.2759868596e-56	1.3557897842e-30	1.4558085913e-44	3.3765812675e-03	4.6768627129e-26	8.5556881895e-61	1.9118835584e-76	7.2306567486e-94	5.1883393202e-32	1.5094399034e-16	1.6990268383e-27	1.3056075954e-23	1.6252500960e-53	8.9616095310e-50	4.7182659826e-65	8.9845142858e-65	2.0806509624e-53	4.9299425249e-58	9.6294370321e-48	4.4912024455e-31	1.3518464306e-68	2.0047411529e-28	7.5382732545e-30	3.1584216132e-43	9.5077165729e-56	3.2630156988e-34	2.7988032303e-59	1.1094231207e-34	1.5082211498e-44	3.7866835295e-56	2.3925666723e-42	3.4546086499e-26	2.0087849073e-107	1.6271066795e-75	2.4880029313e-53	1.0799204016e-42	1.8587648046e-50	1.0936700688e-59	7.5848642788e-40	2.0851422926e-67	1.6867307342e-70	7.5978987918e-45	4.8685658381e-65	2.3235471107e-53	1.3367224212e-46	1.6635140311e-51
2.2731587982e-02	9.2000000000e+02	3.3682420132e+17	1.7896111036e+17	3.2578751151e+00	3.8336807358e-26	1.1832056401e-31	1.3366818457e-09	1.4248179070e-01	7.7982331065e-25	3.8241477491e-24	6.7307075926e-31	8.2172942766e-28	6.4676545587e-08	4.1811245178e-12	5.3435751577e-14	6.9388360959e-20	9.1862608871e-10	1.1563088100e-10	3.6840312872e-03	1.0872801841e-33	1.5452072648e-20	8.5647095455e-23	1.6029863050e-34	1.9833784232e-28	3.0790460685e-02	7.6828739806e-05	5.6709559819e-44	2.4721665358e-47	1.4157017599e-36	3.9607435057e-21	4.5476367286e-28	2.5791804550e-21	7.6677407252e-26	5.2294684097e-42	4.5101781906e-26	1.6183703622e-23	2.9559753276e-37	7.6428788433e-54	3.8802103714e-23	3.1623119905e-34	2.8119463273e-31	2.3559205544e-43	5.4862591226e-56	2.2002050666e-43	2.4848707912e-21	3.6412649054e-24	4.0667674670e-32	5.4175528670e-32	1.9796011136e-47	1.8705295060e-15	1.3309651598e-30	1.4278242735e-29	8.1860842009e-01	1.5258409262e-15	8.7761936208e-23	9.7505425641e-04	7.1298427884e-27	3.5863855526e-28	1.0240306544e-06	2.1020232960e-24	9.1640599269e-24	4.8018085190e-23	1.0096741701e-19	1.6739375783e-34	1.9824177794e-55	4.2499533909e-31	1.8112047505e-45	3.3823425607e-03	7.4363406309e-26	3.4275842706e-60	1.2157909348e-75	7.2985985664e-93	6.5915688004e-32	5.9217745900e-17	2.6658093912e-27	8.1304200388e-24	4.0477466727e-53	8.7908172858e-51	1.8369490745e-66	3.1207637985e-65	2.3229163236e-53	2.1677868644e-58	1.3609546701e-47	3.1347407223e-31	5.9554377416e-69	2.8386553985e-28	2.1204827786e-29	3.5261796692e-43	4.1807187393e-56	4.6117093232e-34	1.9534907558e-59	2.4888816442e-34	2.6321534935e-45	2.1078619452e-56	4.2807044073e-42	3.8641564962e-26	1.1224433546e-107	7.1680719859e-76	3.5229400774e-53	7.5516585624e-43	6.6314324256e-50	6.1107243172e-60	1.3621414757e-39	1.8492955784e-67	9.2998581405e-71	1.3464558207e-44	4.2608464403e-65	6.5360348016e-53	1.8428033333e-47	7.3710993223e-52
