#p(bar)         	T(K)            	e-              	C               	H               	He              	N               	O               	Si              	SiO2(s,l)       	SiC(s)          	C(s)            	Si(s,l)         
2.5979843230e+00	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964044240e-02	1.0000000000e+00	1.0845135174e+16	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.1564078726e+00	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964045245e-02	1.0000000000e+00	1.7380209250e+16	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.6496653773e+00	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964045786e-02	1.0000000000e+00	2.7827858066e+16	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.0638525136e+01	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964046050e-02	1.0000000000e+00	4.4540067371e+16	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.7020137203e+01	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964046213e-02	1.0000000000e+00	7.1283168544e+16	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.7229814913e+01	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964046412e-02	1.0000000000e+00	1.1409062282e+17	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.3563856822e+01	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964046817e-02	1.0000000000e+00	1.8263295232e+17	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.9696016196e+01	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964047700e-02	1.0000000000e+00	2.9241630271e+17	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.1150377923e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964049378e-02	1.0000000000e+00	4.6829918052e+17	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.7839029348e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043221e-02	1.0000000000e+00	7.5008077823e+17	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.8539926651e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043362e-02	1.0000000000e+00	1.2013415472e+18	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.5659850510e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043459e-02	1.0000000000e+00	1.9235453024e+18	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.3049309974e+02	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043511e-02	1.0000000000e+00	3.0788545963e+18	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.1686857552e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043535e-02	1.0000000000e+00	4.9268451885e+18	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.8697320960e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043544e-02	1.0000000000e+00	7.8830181907e+18	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.9913071971e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043555e-02	1.0000000000e+00	1.2612210079e+19	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.7856689023e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043556e-02	1.0000000000e+00	2.0178068219e+19	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.6563941224e+03	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043557e-02	1.0000000000e+00	3.2282255805e+19	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.2249148898e+04	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043557e-02	1.0000000000e+00	5.1647172128e+19	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.9596907671e+04	9.2000000000e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9964043557e-02	1.0000000000e+00	8.2628256056e+19	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
