#p(bar)         	T(K)            	n_<tot>(cm-3)   	n_g(cm-3)       	m(u)            	e-              	C               	H               	He              	N               	O               	Si              	C1H1            	C1H1N1          	C1H1N1O1        	C1H1O1          	C1H2            	C1H2O1          	C1H3            	C1H4            	C1H4O2          	C1N1            	C1N1O1          	C1N2_cnn        	C1N2_ncn        	C1O1            	C1O2            	C1Si1           	C1Si2           	C2              	C2H2O2          	C2H2O4          	C2H4O1          	C2H4O3          	C2H6O2          	C2N1            	C2N1O1          	C2Si1           	C2Si2           	C2O1            	C3              	C3N2O1          	C4              	C4H6O4          	C5              	H1N1            	H1N1O1          	H1N1O2_cis      	H1N1O2_trans    	H1N1O3          	H1O1            	H1O2            	H1Si1           	H2              	H2N1            	H2N2            	H2O1            	H2O2            	H2Si1           	H3N1            	H3Si1           	H4N2            	H4Si1           	N1O1            	N1O2            	N1O3            	N1Si1           	N1Si2           	N2              	N2O1            	N2O3            	N2O4            	N2O5            	N3              	O1Si1           	O2              	O2Si1           	O3              	Si2             	Si3             	C1+             	C1-             	C1H1+           	C1H1-           	C1H1O1+         	C1N1+           	C1N1-           	C1O2-           	C2-             	H1+             	H1-             	H1O1+           	H1O1-           	H1Si1+          	H2+             	H2-             	H3O1+           	He1+            	N1+             	N1-             	N1O1+           	N1O2-           	N2+             	N2-             	N2O1+           	O1+             	O1-             	O2+             	O2-             	Si1+            	Si1-            
2.6172448076e-05	9.2000000000e+02	4.8254991694e+14	2.0605029320e+14	2.1703254418e+00	6.6366093530e-28	1.0276510256e-28	4.1921382870e-08	7.2815487892e-02	5.0274093519e-24	2.3532180583e-26	1.1645603289e-17	2.5771303817e-26	1.5056255410e-08	6.8961284031e-18	1.1873576459e-17	7.8580773895e-20	7.3707304302e-15	4.7285243415e-12	5.4399790375e-06	8.0593413414e-47	9.9617302378e-20	3.9120352131e-27	7.6707963758e-36	9.4910929513e-30	1.8947141392e-04	3.3496027098e-12	9.8120001096e-31	8.5210836889e-24	1.2295811617e-33	2.2515964336e-31	1.2977282518e-48	2.6983465512e-29	4.0268696971e-44	5.0542866000e-58	2.9076473740e-25	7.3921033879e-28	5.1144869279e-24	2.6343536855e-30	2.3877166142e-25	2.7465666577e-31	9.5336619768e-38	2.0461905284e-40	2.6617226335e-82	1.9109467675e-40	5.7846084628e-22	6.0057121548e-30	4.7522979229e-43	6.3307837112e-43	1.6389816379e-63	4.1563699309e-19	2.0953587921e-39	8.9206839033e-18	9.2705580992e-01	1.2826304286e-17	5.4759702778e-27	7.8234900655e-09	4.0531603654e-37	8.0910053472e-18	3.1083317080e-10	1.7123997611e-15	7.4556764071e-31	1.4125199597e-15	4.6118095263e-24	5.4171574092e-44	4.5453722975e-70	5.4581823665e-20	4.6339064583e-24	1.6185578738e-04	2.5212272806e-32	5.8334438867e-77	1.4660131460e-97	6.2353454854e-120	2.3413268123e-35	7.2593079568e-09	1.1622476671e-34	7.0615235496e-21	1.2503309868e-65	3.0300260400e-27	1.2613338857e-32	1.3598826875e-57	4.0212759647e-55	3.4109805868e-52	8.5073851398e-51	3.4946716220e-30	1.9262685813e-63	3.6475864447e-32	1.8426770322e-41	6.1042842598e-45	6.5782991367e-50	2.8827989814e-37	2.1777905457e-58	1.1022973395e-42	8.2506795171e-29	1.1976418197e-51	9.6625064269e-47	5.6169906146e-28	2.8779546675e-103	2.3184915122e-70	4.5268715881e-57	1.7305636542e-42	4.2774449431e-64	1.4670957200e-56	1.2992051777e-45	3.1456773164e-69	2.8711702787e-68	1.6514464688e-51	9.3201003573e-68	5.6797448825e-65	1.5996883199e-29	2.5420167895e-43
4.1833418207e-05	9.2000000000e+02	7.7135487140e+14	3.2934588550e+14	2.1684045382e+00	5.7204548921e-28	6.4293438741e-29	3.3158682983e-08	7.2816392914e-02	3.9765579904e-24	1.4722554379e-26	7.2858963113e-18	2.0384406115e-26	1.5056385386e-08	6.8961879351e-18	9.3916786789e-18	7.8581199078e-20	7.3707703116e-15	5.9781754467e-12	8.6952271392e-06	1.2881998823e-46	7.8794852780e-20	3.0943242924e-27	7.6708873097e-36	9.4912054642e-30	1.1853993662e-04	2.0956284893e-12	6.1387300966e-31	5.3310876796e-24	7.6926893594e-34	2.2516086165e-31	1.2977352735e-48	4.3130195909e-29	6.4365223533e-44	1.2912933811e-57	2.2998780463e-25	5.8469732093e-28	3.1998017206e-24	1.6481437091e-30	1.4938389399e-25	1.7183480652e-31	9.5337749942e-38	1.2801682878e-40	6.8002966413e-82	1.1955550656e-40	5.7846583994e-22	6.0057640001e-30	4.7523389479e-43	6.3308383627e-43	1.6389957866e-63	3.2875764935e-19	1.6573722803e-39	7.0560203240e-18	9.2706082601e-01	1.6216083256e-17	8.7528117044e-27	7.8235323966e-09	4.0531822961e-37	8.0910491258e-18	4.9683532084e-10	2.1649515721e-15	1.9048242403e-30	2.2577627237e-15	3.6478286804e-24	4.2848391831e-44	3.5952784553e-70	4.3172889222e-20	3.6653068138e-24	1.6185770611e-04	2.5212571687e-32	5.8335130397e-77	1.4660305249e-97	6.2354194027e-120	2.9601196357e-35	4.5416766956e-09	7.2714274909e-35	4.4179358599e-21	7.8225075151e-66	1.8956901587e-27	7.8913454950e-33	6.1753151123e-58	3.4661566685e-55	1.9582926955e-52	9.2708826215e-51	2.0063409147e-30	1.1059018807e-63	3.9749528412e-32	1.5883036476e-41	5.2616149150e-45	3.7766955338e-50	3.1415165222e-37	1.2503006714e-58	1.2012232996e-42	4.7368330074e-29	8.6929260746e-52	1.3312372509e-46	5.1544628009e-28	2.0889403107e-103	1.3310833954e-70	4.9331527446e-57	9.9354452350e-43	4.6613403650e-64	1.0648790488e-56	1.7899718743e-45	2.2832633364e-69	1.3038169671e-68	1.4234716146e-51	4.2323177665e-68	4.8956813142e-65	7.2642879772e-30	2.1911026558e-43
6.6889882037e-05	9.2000000000e+02	1.2334686838e+15	5.2661026458e+14	2.1672608226e+00	4.9875580409e-28	4.0209583706e-29	2.6222860364e-08	7.2817656359e-02	3.1447950658e-24	9.2075924739e-27	4.5566524880e-18	1.6120587040e-26	1.5056555152e-08	6.8962656921e-18	7.4272153304e-18	7.8581679888e-20	7.3708154107e-15	7.5594671017e-12	1.3903473827e-05	2.0598028160e-46	6.2313605092e-20	2.4470951487e-27	7.6710133585e-36	9.4913614245e-30	7.4135737600e-05	1.3106212828e-12	3.8392064027e-31	3.3341009673e-24	4.8110638158e-34	2.2516223933e-31	1.2977432139e-48	6.8964219148e-29	1.0291855364e-43	3.3014676983e-57	1.8188204849e-25	4.6239819822e-28	2.0011792439e-24	1.0307610501e-30	9.3425772633e-26	1.0746673645e-31	9.5339316541e-38	8.0062654812e-41	1.7386412746e-81	7.4770882422e-41	5.7847236235e-22	6.0058317173e-30	4.7523925322e-43	6.3309097452e-43	1.6390142669e-63	2.5999120463e-19	1.3106986759e-39	5.5801081057e-18	9.2706649837e-01	2.0505517297e-17	1.3995694601e-26	7.8235802660e-09	4.0532070961e-37	8.0910986320e-18	7.9443266864e-10	2.7376045303e-15	4.8701407831e-30	3.6101121263e-15	2.8848249322e-24	3.3885941444e-44	2.8432664566e-70	3.4142564835e-20	2.8986472247e-24	1.6186036577e-04	2.5212985982e-32	5.8336088965e-77	1.4660546149e-97	6.2355218637e-120	3.7431609989e-35	2.8403976025e-09	4.5476035826e-35	2.7630091848e-21	4.8922530335e-66	1.1855783982e-27	4.9353048063e-33	2.7703049026e-58	3.0220774202e-55	1.1108768555e-52	1.0221116711e-50	1.1381330745e-30	6.2734602524e-64	4.3823946520e-32	1.3848123582e-41	4.5875040136e-45	2.1423986661e-50	3.4635113327e-37	7.0925560897e-59	1.3243446221e-42	2.6870539671e-29	6.2355414216e-52	1.8558915484e-46	4.6753212718e-28	1.4984390794e-103	7.5508496001e-71	5.4388122498e-57	5.6360895899e-43	5.1391384760e-64	7.6385854923e-57	2.4954439430e-45	1.6378294057e-69	5.8490465189e-69	1.2410983797e-51	1.8986578732e-68	4.2684533249e-65	3.2588284535e-30	1.9103815825e-43
1.0697967007e-04	9.2000000000e+02	1.9728870937e+15	8.4222890883e+14	2.1666194588e+00	4.3807186485e-28	2.5141359186e-29	2.0735257582e-08	7.2818892899e-02	2.4867109429e-24	5.7571197783e-27	2.8490828884e-18	1.2747065728e-26	1.5056664448e-08	6.8963157523e-18	5.8729376144e-18	7.8581601870e-20	7.3708080928e-15	9.5600672351e-12	2.2236338951e-05	3.2943186831e-46	4.9273774738e-20	1.9350126660e-27	7.6711323433e-36	9.4915086448e-30	4.6353954350e-05	8.1947628874e-13	2.4004940680e-31	2.0846729127e-24	3.0081555767e-34	2.2516201578e-31	1.2977419255e-48	1.1029702156e-28	1.6460144218e-43	8.4447618615e-57	1.4382116189e-25	3.6563611790e-28	1.2512530976e-24	6.4449147211e-31	5.8415200819e-26	6.7194424129e-32	9.5340795346e-38	5.0059806059e-41	4.4472376737e-81	4.6751083657e-41	5.7847656150e-22	6.0058753138e-30	4.7524270300e-43	6.3309557015e-43	1.6390261646e-63	2.0558339259e-19	1.0364115233e-39	4.4123706299e-18	9.2706557795e-01	2.5932481624e-17	2.2384200458e-26	7.8235724985e-09	4.0532030720e-37	8.0910905990e-18	1.2705759787e-09	3.4621069212e-15	1.2457446705e-29	5.7737855943e-15	2.2811425155e-24	2.6794922923e-44	2.2482806234e-70	2.6997844951e-20	2.2920723361e-24	1.6186287638e-04	2.5213377060e-32	5.8336993814e-77	1.4660773548e-97	6.2356185827e-120	4.7338993905e-35	1.7759809919e-09	2.8434249890e-35	1.7275932738e-21	3.0589197751e-66	7.4129223945e-28	3.0858382354e-33	1.2330722481e-58	2.6543793182e-55	6.2531243900e-53	1.1353400095e-50	6.4065496119e-31	3.5313591088e-64	4.8679113873e-32	1.2163213486e-41	4.0293394519e-45	1.2059559335e-50	3.8471950771e-37	3.9923989102e-59	1.4710539741e-42	1.5125423323e-29	4.4389015643e-52	2.6070561551e-46	4.2090395031e-28	1.0667146087e-103	4.2504073417e-71	6.0413673772e-57	3.1725802844e-43	5.7084933456e-64	5.4377777954e-57	3.5055226513e-45	1.1659426191e-69	2.6034307391e-69	1.0900931422e-51	8.4509915493e-69	3.7491078656e-65	1.4505157622e-30	1.6779442276e-43
1.7112537800e-04	9.2000000000e+02	3.1560096000e+15	1.3472348558e+15	2.1663129770e+00	3.8655521501e-28	1.5717214725e-29	1.6394516894e-08	7.2819569325e-02	1.9661662121e-24	3.5990849612e-27	1.7811148234e-18	1.0078581547e-26	1.5056570090e-08	6.8962725340e-18	4.6434906612e-18	7.8580071863e-20	7.3706645809e-15	1.2090794670e-11	3.5568007739e-05	5.2694084522e-46	3.8959265174e-20	1.5299552748e-27	7.6711855558e-36	9.4915744846e-30	2.8978347927e-05	5.1229866678e-13	1.5006778445e-31	1.3032410681e-24	1.8805597094e-34	2.2515763181e-31	1.2977166581e-48	1.7642496479e-28	2.6328728762e-43	2.1606696516e-56	1.1371498964e-25	2.8909728452e-28	7.8222555372e-25	4.0290625421e-31	3.6518481267e-26	4.2006845554e-32	9.5341456698e-38	3.1295074983e-41	1.1378664825e-80	2.9226614799e-41	5.7847293626e-22	6.0058376757e-30	4.7523972471e-43	6.3309160261e-43	1.6390158930e-63	1.6254634839e-19	8.1944804213e-40	3.4886803094e-18	9.2704752771e-01	3.2797724411e-17	3.5805464268e-26	7.8234201713e-09	4.0531241549e-37	8.0909330630e-18	2.0323693141e-09	4.3785909534e-15	3.1874359834e-29	9.2354254515e-15	1.8036295501e-24	2.1185925231e-44	1.7776466580e-70	2.1346369467e-20	1.8122714246e-24	1.6186399918e-04	2.5213551958e-32	5.8337398481e-77	1.4660875245e-97	6.2356618374e-120	5.9872876771e-35	1.1102611594e-09	1.7775777664e-35	1.0800113963e-21	1.9122951379e-66	4.6342161595e-28	1.9291233140e-33	5.4612997726e-59	2.3422279548e-55	3.5027320437e-53	1.2670521001e-50	3.5886742715e-31	1.9781420068e-64	5.4327150753e-32	1.0732836280e-41	3.5554946646e-45	6.7552478217e-51	4.2935125698e-37	2.2363706080e-59	1.6417126249e-42	8.4726133119e-30	3.1447615219e-52	3.6797750579e-46	3.7713562574e-28	7.5574091580e-104	2.3809273002e-71	6.7423223256e-57	1.7771668463e-43	6.3708262925e-64	3.8525220057e-57	4.9480619879e-45	8.2603956365e-70	1.1530642852e-69	9.6189968532e-52	3.7429597737e-69	3.3082179280e-65	6.4243611146e-31	1.4806202902e-43
2.7376922926e-04	9.2000000000e+02	5.0493124260e+15	2.1553287563e+15	2.1663337112e+00	3.4208131253e-28	9.8243850051e-30	1.2961654150e-08	7.2821884977e-02	1.5545017310e-24	2.2496858982e-27	1.1133243434e-18	7.9682182267e-27	1.5056674090e-08	6.8963201684e-18	3.6711859452e-18	7.8578954405e-20	7.3705597655e-15	1.5292577438e-11	5.6900672691e-05	8.4298476264e-46	3.0802200128e-20	1.2096221105e-27	7.6714006223e-36	9.4918405869e-30	1.8113543133e-05	3.2022336197e-13	9.3803114427e-32	8.1461901690e-25	1.1754845202e-34	2.2515442993e-31	1.2976982037e-48	2.8223956904e-28	4.2119940725e-43	5.5298107662e-56	8.9906004457e-26	2.2856777135e-28	4.8894700079e-25	2.5184526849e-31	2.2826666559e-26	2.6257287362e-32	9.5344129656e-38	1.9561663487e-41	2.9121463898e-80	1.8268727711e-41	5.7847693193e-22	6.0058791597e-30	4.7524300733e-43	6.3309597555e-43	1.6390272141e-63	1.2851062125e-19	6.4786307426e-40	2.7581823791e-18	9.2703434451e-01	4.1483818984e-17	5.7282969293e-26	7.8233089173e-09	4.0530665169e-37	8.0908180049e-18	3.2513944923e-09	5.5380926608e-15	8.1579627967e-29	1.4774567208e-14	1.4259960528e-24	1.6750139048e-44	1.4054533080e-70	1.6876990400e-20	1.4328285418e-24	1.6186853714e-04	2.5214258836e-32	5.8339034007e-77	1.4661286272e-97	6.2358366582e-120	7.5732709581e-35	6.9399275104e-10	1.1111134294e-35	6.7508448242e-22	1.1953214362e-66	2.8967170421e-28	1.2058402516e-33	2.4112252167e-59	2.0727502357e-55	1.9560533466e-53	1.4182222829e-50	2.0040466217e-31	1.1046899953e-64	6.0810130575e-32	9.4980033360e-42	3.1464283350e-45	3.7723768030e-51	4.8057654442e-37	1.2488709263e-59	1.8375830218e-42	4.7314163392e-30	2.2212299209e-52	5.2095849160e-46	3.3692665938e-28	5.3382476778e-104	1.3296247484e-71	7.5468986559e-57	9.9245576323e-44	7.1310711743e-64	2.7212552356e-57	7.0054386370e-45	5.8347868853e-70	5.0909083859e-70	8.5123132246e-52	1.6525587987e-69	2.9276012508e-65	2.8364276209e-31	1.3102721489e-43
4.3803555492e-04	9.2000000000e+02	8.0795556466e+15	3.4485637057e+15	2.1666865962e+00	3.0326021167e-28	6.1401735102e-30	1.0246969002e-08	7.2826362111e-02	1.2289688833e-24	1.4060383170e-27	6.9582010863e-19	6.2993568739e-27	1.5056999988e-08	6.8964694379e-18	2.9022938079e-18	7.8577998413e-20	7.3704700952e-15	1.9343503117e-11	9.1039856247e-05	1.3487575450e-45	2.4351819455e-20	9.5631153362e-28	7.6718260533e-36	9.4923669737e-30	1.1320840711e-05	2.0013741354e-13	5.8626305675e-32	5.0913132027e-25	7.3466979449e-35	2.2515169070e-31	1.2976824159e-48	4.5157725872e-28	6.7391002028e-43	1.4156108364e-55	7.1078519697e-26	1.8070271208e-28	3.0558853512e-25	1.5740157226e-31	1.4266510653e-26	1.6410625218e-32	9.5349417133e-38	1.2225906038e-41	7.4549856425e-80	1.1417830011e-41	5.7848945295e-22	6.0060091558e-30	4.7525329387e-43	6.3310967879e-43	1.6390626905e-63	1.0159539339e-19	5.1217481677e-40	2.1805094483e-18	9.2702306620e-01	5.2474444980e-17	9.1657720418e-26	7.8232137389e-09	4.0530172073e-37	8.0907195719e-18	5.2023373630e-09	7.0051051289e-15	2.0885491345e-28	2.3638990737e-14	1.1273739628e-24	1.3242442431e-44	1.1111331355e-70	1.3342729463e-20	1.1327756399e-24	1.6187751385e-04	2.5215657137e-32	5.8342269301e-77	1.4662099340e-97	6.2361824774e-120	9.5803634711e-35	4.3374072820e-10	6.9443830249e-36	4.2192318949e-22	7.4706773145e-67	1.8104283616e-28	7.5364191926e-34	1.0624346671e-59	1.8375241564e-55	1.0901967284e-53	1.5903404734e-50	1.1169455446e-31	6.1571436215e-65	6.8192470852e-32	8.4201223411e-42	2.7893558868e-45	2.1025156885e-51	5.3890024036e-37	6.9605207873e-60	2.0605956400e-42	2.6370316651e-30	1.5659482923e-52	7.3893910718e-46	3.0045469972e-28	3.7636965929e-104	7.4108488110e-72	8.4630909644e-57	5.5315904896e-44	7.9967820920e-64	1.9185916399e-57	9.9373418710e-45	4.1137535327e-70	2.2431573453e-70	7.5462932809e-52	7.2815087738e-70	2.5953623962e-65	1.2497874583e-31	1.1615759022e-43
7.0096819691e-04	9.2000000000e+02	1.2930713489e+16	5.5185782423e+15	2.1674513727e+00	2.6913259061e-28	3.8369990574e-30	8.1002450353e-09	7.2834010619e-02	9.7155439887e-25	8.7863440473e-28	4.3481851067e-19	4.9796514691e-27	1.5057621318e-08	6.8967540219e-18	2.2942677980e-18	7.8576988746e-20	7.3703753903e-15	2.4469282379e-11	1.4568316019e-04	2.1582993383e-45	1.9251193120e-20	7.5600667337e-28	7.6725578112e-36	9.4932723792e-30	7.0744018982e-06	1.2506602066e-13	3.6635622632e-32	3.1815654602e-25	4.5909570866e-35	2.2514879767e-31	1.2976657417e-48	7.2261979350e-28	1.0783995657e-42	3.6249751998e-55	5.6190721679e-26	1.4285350686e-28	1.9096250607e-25	9.8360361215e-32	8.9151532669e-27	1.0255012075e-32	9.5358511797e-38	7.6399779042e-42	1.9090089856e-79	7.1350105854e-42	5.7851332441e-22	6.0062569948e-30	4.7527290528e-43	6.3313580417e-43	1.6391303267e-63	8.0311317501e-20	4.0487499435e-40	1.7236961320e-18	9.2701115467e-01	6.6383089380e-17	1.4668774922e-25	7.8231132166e-09	4.0529651291e-37	8.0906156125e-18	8.3252983048e-09	8.8613677916e-15	5.3487569092e-28	3.7827419950e-14	8.9123910913e-25	1.0468737956e-44	8.7840001500e-71	1.0548019301e-20	8.9550937438e-25	1.6189295413e-04	2.5218062269e-32	5.8347834132e-77	1.4663497847e-97	6.2367773000e-120	1.2121004010e-34	2.7104490818e-10	4.3395501897e-36	2.6366011932e-22	4.6684318882e-67	1.1313380486e-28	4.7095140374e-34	4.6749123510e-60	1.6307369628e-55	6.0683105690e-54	1.7853881796e-50	6.2172012415e-32	3.4274072438e-65	7.6560096373e-32	7.4725574002e-42	2.4754535777e-45	1.1703133794e-51	6.0499379549e-37	3.8744018176e-60	2.3133179091e-42	1.4678384834e-30	1.1026356451e-52	1.0494043990e-45	2.6762414782e-28	2.6504548198e-104	4.1252890072e-72	9.5015630282e-57	3.0791897151e-44	8.9780352580e-64	1.3510896298e-57	1.4114043848e-44	2.8969425395e-70	9.8703141979e-71	6.6970653652e-52	3.2040008064e-70	2.3032912937e-65	5.4992998686e-32	1.0308570650e-43
1.1219554643e-03	9.2000000000e+02	2.0700161500e+16	8.8329242914e+15	2.1688008765e+00	2.3899519880e-28	2.3972558595e-30	6.4025936133e-09	7.2846557968e-02	7.6800230741e-25	5.4894761337e-28	2.7166314271e-19	3.9360148432e-27	1.5058678367e-08	6.8972381758e-18	1.8134345673e-18	7.8575697739e-20	7.3702542962e-15	3.0956309601e-11	2.3316984634e-04	3.4544165873e-45	1.5217841383e-20	5.9761436956e-28	7.6737611587e-36	9.4947612837e-30	4.4198998094e-06	7.8137952699e-14	2.2888971226e-32	1.9877582266e-25	2.8683089601e-35	2.2514509851e-31	1.2976444212e-48	1.1565725647e-27	1.7260077328e-42	9.2862044423e-55	4.4418103562e-26	1.1292401436e-28	1.1930833961e-25	6.1452960695e-32	5.5699527384e-27	6.4070612004e-33	9.5373467622e-38	4.7732567882e-42	4.8903638633e-79	4.4577665194e-42	5.7855393620e-22	6.0066786355e-30	4.7530626955e-43	6.3318025046e-43	1.6392453941e-63	6.3479651081e-20	3.2002118969e-40	1.3624434567e-18	9.2699592403e-01	8.3989119945e-17	2.3481839836e-25	7.8229846841e-09	4.0528985396e-37	8.0904826849e-18	1.3326019931e-08	1.1210596232e-14	1.3704440367e-27	6.0543810866e-14	7.0451401699e-25	8.2754140327e-45	6.9436486433e-71	8.3380850024e-21	7.0788961136e-25	1.6191834507e-04	2.5222017416e-32	5.8356985281e-77	1.4665797639e-97	6.2377554628e-120	1.5338377051e-34	1.6934171330e-10	2.7112365586e-36	1.6472789190e-22	2.9167131738e-67	7.0683018823e-29	2.9423802176e-34	2.0549250238e-60	1.4481274963e-55	3.3746240050e-54	2.0058138412e-50	3.4574230035e-32	1.9061669021e-65	8.6019727444e-32	6.6357825240e-42	2.1982529822e-45	6.5081830910e-52	6.7968688420e-37	2.1545781532e-60	2.5989222592e-42	8.1627380888e-31	7.7575521562e-53	1.4915435323e-45	2.3820619820e-28	1.8650695348e-104	2.2942967695e-72	1.0675559472e-56	1.7125042642e-44	1.0087345529e-63	9.5071879742e-58	2.0064103484e-44	2.0384863199e-70	4.3386386986e-71	5.9471298689e-52	1.4083646792e-70	2.0453693824e-65	2.4172964251e-32	9.1542198077e-44
1.7963264044e-03	9.2000000000e+02	3.3151587018e+16	1.4142107809e+16	2.1710406980e+00	2.1230335864e-28	1.4972859633e-30	5.0599469920e-09	7.2866844599e-02	6.0703370287e-25	3.4286350905e-28	1.6967626076e-19	3.1106185507e-27	1.5060410252e-08	6.8980314209e-18	1.4331508976e-18	7.8573833465e-20	7.3700794308e-15	3.9168644575e-11	3.7330294309e-04	5.5304916093e-45	1.2028274545e-20	4.7235803869e-28	7.6757084775e-36	9.4971707054e-30	2.7605955858e-06	4.8803659948e-14	1.4296069064e-32	1.2415205825e-25	1.7914978609e-35	2.2513975676e-31	1.2976136335e-48	1.8516628504e-27	2.7633237169e-42	2.3802720644e-54	3.5108339675e-26	8.9255828946e-29	7.4517995853e-26	3.8382492668e-32	3.4788994334e-27	4.0017433947e-33	9.5397669905e-38	2.9812964518e-42	1.2535149922e-78	2.7842465003e-42	5.7862047516e-22	6.0073694582e-30	4.7536093410e-43	6.3325307195e-43	1.6394339222e-63	5.0167742783e-20	2.5291160957e-40	1.0767342247e-18	9.2697393027e-01	1.0628516262e-16	3.7604658323e-25	7.8227990772e-09	4.0528023811e-37	8.0902907314e-18	2.1337804656e-08	1.4184631984e-14	3.5137443677e-27	9.6930126846e-14	5.5685217132e-25	6.5409376698e-45	5.4883021921e-71	6.5904731861e-21	5.5952026167e-25	1.6195943400e-04	2.5228417837e-32	5.8371794141e-77	1.4669519280e-97	6.2393383761e-120	1.9415541982e-34	1.0576800525e-10	1.6933930628e-36	1.0288628948e-22	1.8217303242e-67	4.4147432785e-29	1.8377615309e-34	9.0242064281e-61	1.2863954287e-55	1.8751589957e-54	2.2545401712e-50	1.9211674655e-32	1.0593363615e-65	9.6699819913e-32	5.8946745547e-42	1.9527442125e-45	3.6163667568e-52	7.6396989230e-37	1.1972227424e-60	2.9211956338e-42	4.5357443476e-31	5.4542755670e-53	2.1213042060e-45	2.1191665756e-28	1.3117124226e-104	1.2750362989e-72	1.2001022429e-56	9.5170996533e-45	1.1339776643e-63	6.6862860249e-58	2.8543503410e-44	1.4336418539e-70	1.9053138571e-71	5.2829330957e-52	6.1848356722e-71	1.8169352009e-65	1.0615560999e-32	8.1318437387e-44
2.8774044526e-03	9.2000000000e+02	5.3127402033e+16	2.2653212623e+16	2.1746798845e+00	1.8861561107e-28	9.3473627191e-31	3.9978843978e-09	7.2899480285e-02	4.7972639031e-25	2.1404525661e-28	1.0592669624e-19	2.4577121838e-27	1.5063210007e-08	6.8993137761e-18	1.1323382681e-18	7.8570972616e-20	7.3698110885e-15	4.9570426175e-11	5.9792325658e-04	8.8582466725e-45	9.5057007570e-21	3.7329495177e-28	7.6788421802e-36	9.5010480426e-30	1.7234041388e-06	3.0467494036e-14	8.9248511156e-33	7.7506525089e-26	1.1184089564e-35	2.2513155949e-31	1.2975663878e-48	2.9658278941e-27	4.4260447081e-42	6.1067547156e-54	2.7745406857e-26	7.0537066446e-29	4.6520621540e-26	2.3961694014e-32	2.1718319456e-27	2.4982366720e-33	9.5436617181e-38	1.8611848366e-42	3.2159805192e-78	1.7381690990e-42	5.7872804164e-22	6.0084862379e-30	4.7544930447e-43	6.3337079472e-43	1.6397386957e-63	3.9637734638e-20	1.9982647635e-40	8.5073202632e-19	9.2694017945e-01	1.3454057899e-16	6.0258561751e-25	7.8225142516e-09	4.0526548199e-37	8.0899961665e-18	3.4184584712e-08	1.7951559474e-14	9.0187660640e-27	1.5525400530e-13	4.4006894645e-25	5.1691700192e-45	4.3372936084e-71	5.2083169304e-21	4.4217748400e-25	1.6202555594e-04	2.5238717650e-32	5.8395625146e-77	1.4675508292e-97	6.2418856630e-120	2.4588002691e-34	6.6029598444e-11	1.0571633991e-36	6.4230580539e-23	1.1372826924e-67	2.7560671607e-29	1.1472907676e-34	3.9587396031e-61	1.1428658567e-55	1.0410843898e-54	2.5350041259e-50	1.0666281970e-32	5.8827210862e-66	1.0875341399e-31	5.2369762319e-42	1.7348667739e-45	2.0077993317e-52	8.5900746139e-37	6.6469558641e-61	3.2845912789e-42	2.5182358656e-31	3.8325235789e-53	3.0187251155e-45	1.8845721864e-28	9.2213959987e-105	7.0805489115e-73	1.3496945100e-56	5.2850487196e-45	1.2753275290e-63	4.7003023264e-58	4.0636937852e-44	1.0078166139e-70	8.3582323638e-72	4.6934898271e-52	2.7131642111e-71	1.6142106530e-65	4.6568351543e-33	7.2245332606e-44
