#p(bar)         	T(K)            	e-              	C               	H               	He              	N               	O               	Si              	SiO2(s,l)       	SiC(s)          	C(s)            	Si(s,l)         
2.6172448076e-05	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9352236202e-01	1.0000000000e+00	2.4697050487e+12	2.8509373685e+13	2.0927746161e+13	0.0000000000e+00
4.1833418207e-05	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9670763889e-01	1.0000000000e+00	3.9606752655e+12	4.5573923848e+13	3.3496829709e+13	0.0000000000e+00
6.6889882037e-05	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9883548731e-01	1.0000000000e+00	6.3471799530e+12	7.2888103896e+13	5.3613723710e+13	0.0000000000e+00
1.0697967007e-04	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0166600618e+13	1.1660238792e+14	8.5805023518e+13	0.0000000000e+00
1.7112537800e-04	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.6278415015e+13	1.8655372709e+14	1.3730641432e+14	0.0000000000e+00
2.7376922926e-04	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.6058372549e+13	2.9848793878e+14	2.1968952011e+14	0.0000000000e+00
4.3803555492e-04	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1710190576e+13	4.7762715348e+14	3.5146351591e+14	0.0000000000e+00
7.0096819691e-04	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.6766023230e+13	7.6439781342e+14	5.6222707995e+14	0.0000000000e+00
1.1219554643e-03	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0689325582e+14	1.2236646488e+15	8.9929717029e+14	0.0000000000e+00
1.7963264044e-03	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.7120270926e+14	1.9597034247e+15	1.4382930686e+15	0.0000000000e+00
2.8774044526e-03	9.2000000000e+02	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.7438617590e+14	3.1406656065e+15	2.3000108730e+15	0.0000000000e+00
4.6125648298e-03	9.2000000000e+02	0.0000000000e+00	9.9660966652e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.3876164744e+14	5.0219865419e+15	3.6647037528e+15	0.0000000000e+00
7.4029157466e-03	9.2000000000e+02	0.0000000000e+00	9.9433331505e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.0470986820e+14	8.0658345653e+15	5.8523747414e+15	0.0000000000e+00
1.1903931581e-02	9.2000000000e+02	0.0000000000e+00	9.8992344584e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.1334664483e+15	1.2973067502e+16	9.3261612178e+15	0.0000000000e+00
1.9199822970e-02	9.2000000000e+02	0.0000000000e+00	9.8377667061e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.8310001287e+15	2.0956525721e+16	1.4840148992e+16	0.0000000000e+00
3.1117444203e-02	9.2000000000e+02	0.0000000000e+00	9.7385346595e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.9749060891e+15	3.4048833190e+16	2.3521314985e+16	0.0000000000e+00
5.0820559056e-02	9.2000000000e+02	0.0000000000e+00	9.5749382487e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8764196724e+15	5.5812160984e+16	3.6988909106e+16	0.0000000000e+00
8.4004791306e-02	9.2000000000e+02	0.0000000000e+00	9.3122401547e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.1124654016e+15	9.2849563210e+16	5.7296178555e+16	0.0000000000e+00
1.4145356558e-01	9.2000000000e+02	0.0000000000e+00	8.8818283366e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.3803994426e+16	1.5799062268e+17	8.5700477569e+16	0.0000000000e+00
2.4473920331e-01	9.2000000000e+02	0.0000000000e+00	8.1800796374e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.4303871299e+16	2.7816449655e+17	1.1698482199e+17	0.0000000000e+00
4.3860635971e-01	9.2000000000e+02	0.0000000000e+00	7.0597958052e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.4815545353e+16	5.1292603630e+17	1.1591847301e+17	0.0000000000e+00
7.8843464572e-01	9.2000000000e+02	0.0000000000e+00	5.7581815658e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.3353846831e+16	9.5400704552e+17	0.0000000000e+00	0.0000000000e+00
1.2613840259e+00	9.2000000000e+02	0.0000000000e+00	5.7581806068e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.3335499508e+17	1.5262832255e+18	0.0000000000e+00	0.0000000000e+00
2.0180362230e+00	9.2000000000e+02	0.0000000000e+00	5.7581769790e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.1335052531e+17	2.4418530236e+18	0.0000000000e+00	0.0000000000e+00
3.2285728482e+00	9.2000000000e+02	0.0000000000e+00	5.7581830247e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.4133517504e+17	3.9066708888e+18	0.0000000000e+00	0.0000000000e+00
5.1652604565e+00	9.2000000000e+02	0.0000000000e+00	5.7581768919e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.4609669119e+17	6.2502200809e+18	0.0000000000e+00	0.0000000000e+00
8.2636871486e+00	9.2000000000e+02	0.0000000000e+00	5.7581798203e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.7370096784e+17	9.9997367005e+18	0.0000000000e+00	0.0000000000e+00
1.3220732665e+01	9.2000000000e+02	0.0000000000e+00	5.7581795943e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.3978497048e+18	1.5998755545e+19	0.0000000000e+00	0.0000000000e+00
2.1151307441e+01	9.2000000000e+02	0.0000000000e+00	5.7581790200e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.2364710109e+18	2.5596992860e+19	0.0000000000e+00	0.0000000000e+00
3.3839116006e+01	9.2000000000e+02	0.0000000000e+00	5.7581775515e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.5782422743e+18	4.0953903291e+19	0.0000000000e+00	0.0000000000e+00
5.4137855490e+01	9.2000000000e+02	0.0000000000e+00	5.7581737901e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.7250050278e+18	6.5524111720e+19	0.0000000000e+00	0.0000000000e+00
8.6613127759e+01	9.2000000000e+02	0.0000000000e+00	5.7581641544e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9999948252e-01	9.1596133466e+18	1.0483388476e+20	0.0000000000e+00	0.0000000000e+00
1.3856961779e+02	9.2000000000e+02	0.0000000000e+00	5.7581394777e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9999554240e-01	1.4654564700e+19	1.6772414786e+20	0.0000000000e+00	0.0000000000e+00
2.2169529245e+02	9.2000000000e+02	0.0000000000e+00	5.7580763023e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9998545414e-01	2.3445967264e+19	2.6834039340e+20	0.0000000000e+00	0.0000000000e+00
3.5469540162e+02	9.2000000000e+02	0.0000000000e+00	5.7579145893e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9995962972e-01	3.7512266742e+19	4.2931789577e+20	0.0000000000e+00	0.0000000000e+00
5.6752090116e+02	9.2000000000e+02	0.0000000000e+00	5.7575006612e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9989352673e-01	6.0021964247e+19	6.8688594861e+20	0.0000000000e+00	0.0000000000e+00
9.0819225470e+02	9.2000000000e+02	0.0000000000e+00	5.7564412227e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9972433353e-01	9.6057481679e+19	1.0990707236e+21	0.0000000000e+00	0.0000000000e+00
1.4539576542e+03	9.2000000000e+02	0.0000000000e+00	5.7537305121e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9929141937e-01	1.5380426192e+20	1.7589688743e+21	0.0000000000e+00	0.0000000000e+00
2.3301299759e+03	9.2000000000e+02	0.0000000000e+00	5.7468017252e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9818483281e-01	2.4657997663e+20	2.8165934321e+21	0.0000000000e+00	0.0000000000e+00
3.7442377636e+03	9.2000000000e+02	0.0000000000e+00	5.7291247049e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	9.9536146460e-01	3.9659762002e+20	4.5162634007e+21	0.0000000000e+00	0.0000000000e+00
